Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N	S5_Rrem	X	Y	Z	AA	AB	AC	AD	AE	AF
11.117	0.98000	1.0025	0.98020	1022.7	1113.9	0.20120	0.22412	9.9100e+37	0.98020	1.7900e+308	1.7900e+308	0.20120	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	116.00										
11.205	0.99000	1.0122	0.99170	1020.7	1115.1	0.20020	0.22324	9.9100e+37	0.99170	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	117.00										
11.293	1.0000	1.0202	0.99970	1020.5	1113.5	0.20010	0.22282	9.9100e+37	0.99970	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	118.00										
11.381	1.0000	1.0211	0.99850	1022.6	1121.0	0.19950	0.22364	9.9100e+37	0.99850	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	119.00										
11.468	1.0000	1.0218	1.0013	1020.4	1118.8	0.19900	0.22264	9.9100e+37	1.0013	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	120.00										
11.556	1.0000	1.0210	0.99920	1021.8	1115.6	0.20070	0.22390	9.9100e+37	0.99920	1.7900e+308	1.7900e+308	0.20070	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	121.00										
11.644	1.0000	1.0203	0.99950	1020.8	1115.3	0.20000	0.22305	9.9100e+37	0.99950	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	122.00										
11.732	1.0000	1.0209	1.0015	1019.3	1124.5	0.19910	0.22389	9.9100e+37	1.0015	1.7900e+308	1.7900e+308	0.19910	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	123.00										
11.820	1.0000	1.0180	0.99960	1018.4	1113.3	0.20040	0.22311	9.9100e+37	0.99960	1.7900e+308	1.7900e+308	0.20040	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	124.00										
11.908	1.0000	1.0195	0.99960	1019.9	1104.3	0.20270	0.22384	9.9100e+37	0.99960	1.7900e+308	1.7900e+308	0.20270	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	125.00										
11.996	1.0000	1.0180	0.99890	1019.1	1133.9	0.19680	0.22316	9.9100e+37	0.99890	1.7900e+308	1.7900e+308	0.19680	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	126.00										
12.084	1.0000	1.0187	0.99900	1019.7	1125.1	0.19880	0.22366	9.9100e+37	0.99900	1.7900e+308	1.7900e+308	0.19880	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	127.00										
12.172	1.0000	1.0211	0.99940	1021.7	1124.0	0.19900	0.22368	9.9100e+37	0.99940	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	128.00										
12.260	1.0000	1.0231	1.0003	1022.8	1109.4	0.20200	0.22410	9.9100e+37	1.0003	1.7900e+308	1.7900e+308	0.20200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	129.00										
12.348	1.0000	1.0213	0.99960	1021.7	1108.1	0.20190	0.22372	9.9100e+37	0.99960	1.7900e+308	1.7900e+308	0.20190	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	130.00	1113.2									
12.437	1.0000	1.0222	1.0015	1020.7	1112.8	0.20050	0.22311	9.9100e+37	1.0015	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	131.00	1113.9									
12.525	1.0000	1.0224	1.0003	1022.1	1111.7	0.20030	0.22267	9.9100e+37	1.0003	1.7900e+308	1.7900e+308	0.20030	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	132.00	1116.9									
12.613	1.0500	1.0678	1.0505	1016.5	1127.5	0.19900	0.22438	9.9100e+37	1.0505	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	133.00	1118.7									
12.701	1.1000	1.1150	1.0996	1014.0	1124.3	0.20020	0.22508	9.9100e+37	1.0996	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	134.00	1117.1									
12.789	1.1500	1.1548	1.1505	1003.8	1117.3	0.20070	0.22425	9.9100e+37	1.1505	1.7900e+308	1.7900e+308	0.20070	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	135.00	1113.9									
12.877	1.2000	1.1979	1.2000	998.27	1104.5	0.20220	0.22333	9.9100e+37	1.2000	1.7900e+308	1.7900e+308	0.20220	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	136.00	1111.9									
12.965	1.2500	1.2420	1.2491	994.31	1095.7	0.20250	0.22188	9.9100e+37	1.2491	1.7900e+308	1.7900e+308	0.20250	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	137.00	1110.5									
13.053	1.3000	1.2925	1.2980	995.76	1117.7	0.19990	0.22343	9.9100e+37	1.2980	1.7900e+308	1.7900e+308	0.19990	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	138.00	1110.4									
13.141	1.3500	1.3382	1.3500	991.23	1117.3	0.20010	0.22358	9.9100e+37	1.3500	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	139.00	1111.3									
13.229	1.4000	1.3799	1.3998	985.76	1116.7	0.20080	0.22423	9.9100e+37	1.3998	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	140.00	1115.2									
13.317	1.4500	1.4226	1.4499	981.20	1109.0	0.20160	0.22358	9.9100e+37	1.4499	1.7900e+308	1.7900e+308	0.20160	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	141.00	1114.7									
13.405	1.5000	1.4655	1.5009	976.41	1115.0	0.20080	0.22389	9.9100e+37	1.5009	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	142.00	1113.8									
13.493	1.5000	1.4629	1.4985	976.26	1115.6	0.20010	0.22324	9.9100e+37	1.4985	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	143.00	1115.1									
13.582	1.5000	1.4618	1.4997	974.73	1112.6	0.20050	0.22307	9.9100e+37	1.4997	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	144.00	1118.3									
13.670	1.5000	1.4623	1.5001	974.81	1123.5	0.19970	0.22436	9.9100e+37	1.5001	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	145.00	1117.5									
13.757	1.5000	1.4661	1.5012	976.64	1124.7	0.19870	0.22348	9.9100e+37	1.5012	1.7900e+308	1.7900e+308	0.19870	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	146.00	1117.4									
13.845	1.5000	1.4615	1.5007	973.90	1111.1	0.20240	0.22489	9.9100e+37	1.5007	1.7900e+308	1.7900e+308	0.20240	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	147.00	1118.5									
13.933	1.5000	1.4638	1.5009	975.25	1115.1	0.19990	0.22291	9.9100e+37	1.5009	1.7900e+308	1.7900e+308	0.19990	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	148.00	1118.6									
14.021	1.5000	1.4648	1.4986	977.44	1118.0	0.20080	0.22449	9.9100e+37	1.4986	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	149.00	1115.4									
14.109	1.5000	1.4646	1.5008	975.86	1124.1	0.19980	0.22460	9.9100e+37	1.5008	1.7900e+308	1.7900e+308	0.19980	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	150.00	1117.5									
14.197	1.5000	1.4645	1.4979	977.71	1108.6	0.20240	0.22438	9.9100e+37	1.4979	1.7900e+308	1.7900e+308	0.20240	9.9100e+37	1.5000	1.0000	100.00	4.0000	100.00	10.000	0.0000	151.00	1117.3									
14.302	1.5000	1.4596	1.4985	974.03	1121.8	0.19950	0.22379	9.9100e+37	1.4985	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	1.5000	1.0000	100.00	4.0000	100.00	10.000	0.0000	152.00	1118.7									
14.423	1.5000	1.4593	1.4986	973.79	1113.9	0.20060	0.22344	9.9100e+37	1.4986	1.7900e+308	1.7900e+308	0.20060	9.9100e+37	1.5000	1.0000	100.00	4.0000	100.00	10.000	0.0000	153.00	1117.8									
14.545	1.5000	1.4635	1.4991	976.27	1125.1	0.19950	0.22446	9.9100e+37	1.4991	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	1.5000	1.0000	100.00	4.0000	100.00	10.000	0.0000	154.00	1119.8									
14.663	1.5000	1.4639	1.4982	977.13	1119.9	0.19920	0.22308	9.9100e+37	1.4982	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	1.5000	0.50000	100.00	4.0000	100.00	10.000	0.0000	155.00	1120.1									
14.779	1.5000	1.4645	1.4965	978.63	1118.2	0.20120	0.22499	9.9100e+37	1.4965	1.7900e+308	1.7900e+308	0.20120	9.9100e+37	1.5000	0.50000	100.00	4.0000	100.00	10.000	0.0000	156.00	1122.5									
14.894	1.5000	1.4649	1.4992	977.10	1123.3	0.20090	0.22568	9.9100e+37	1.4992	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	1.5000	0.50000	100.00	4.0000	100.00	10.000	0.0000	157.00	1121.4									
15.010	1.5000	1.4630	1.4993	975.76	1125.8	0.19900	0.22403	9.9100e+37	1.4993	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	158.00	1120.8									
15.125	1.5000	1.4647	1.4981	977.69	1119.8	0.20020	0.22419	9.9100e+37	1.4981	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	159.00	1122.4									
15.241	1.5000	1.4631	1.4992	975.91	1116.9	0.20000	0.22338	9.9100e+37	1.4992	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	160.00	1121.5									
15.356	1.5000	1.4599	1.5005	972.92	1126.4	0.19980	0.22505	9.9100e+37	1.5005	1.7900e+308	1.7900e+308	0.19980	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	161.00	1119.6									
15.471	1.5000	1.4598	1.4992	973.70	1118.5	0.19960	0.22325	9.9100e+37	1.4992	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	162.00	1119.6									
15.587	1.5000	1.4558	1.4965	972.83	1116.3	0.20090	0.22426	9.9100e+37	1.4965	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	163.00	1119.7									
15.703	1.5000	1.4624	1.5013	974.10	1120.1	0.20000	0.22402	9.9100e+37	1.5013	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	164.00	1118.4									
15.818	1.5500	1.5017	1.5496	969.11	1117.4	0.20070	0.22426	9.9100e+37	1.5496	1.7900e+308	1.7900e+308	0.20070	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	165.00	1117.6									
15.934	1.6000	1.5437	1.5978	966.15	1119.6	0.20000	0.22392	9.9100e+37	1.5978	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	166.00	1117.9									
16.049	1.6500	1.5872	1.6511	961.31	1114.8	0.20020	0.22319	9.9100e+37	1.6511	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	167.00	1117.6									
16.165	1.7000	1.6293	1.6990	958.96	1117.6	0.19990	0.22341	9.9100e+37	1.6990	1.7900e+308	1.7900e+308	0.19990	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	168.00	1119.0									
16.280	1.7500	1.6700	1.7506	953.96	1118.5	0.19900	0.22258	9.9100e+37	1.7506	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	169.00	1120.6									
16.396	1.8000	1.7114	1.8014	950.04	1124.3	0.19930	0.22408	9.9100e+37	1.8014	1.7900e+308	1.7900e+308	0.19930	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	170.00	1122.9									
16.511	1.8500	1.7501	1.8496	946.20	1127.9	0.19790	0.22322	9.9100e+37	1.8496	1.7900e+308	1.7900e+308	0.19790	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	171.00	1122.9									
16.627	1.9000	1.7872	1.8988	941.23	1125.9	0.19870	0.22372	9.9100e+37	1.8988	1.7900e+308	1.7900e+308	0.19870	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	172.00	1123.2									
16.742	1.9500	1.8260	1.9505	936.19	1117.6	0.20020	0.22375	9.9100e+37	1.9505	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	173.00	1123.3									
16.858	2.0000	1.8668	1.9987	933.99	1120.1	0.19980	0.22380	9.9100e+37	1.9987	1.7900e+308	1.7900e+308	0.19980	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	174.00	1118.9									
16.973	2.0000	1.8642	1.9999	932.17	1125.1	0.19790	0.22266	9.9100e+37	1.9999	1.7900e+308	1.7900e+308	0.19790	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	175.00	1109.4									
17.088	2.0000	1.7879	2.0014	893.32	1105.6	0.20170	0.22299	9.9100e+37	2.0014	1.7900e+308	1.7900e+308	0.20170	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	176.00	1109.2									
17.204	2.0000	1.7788	1.9994	889.65	1078.4	0.19850	0.21406	9.9100e+37	1.9994	1.7900e+308	1.7900e+308	0.19850	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	177.00	1107.1									
17.319	2.0000	1.7810	2.0032	889.07	1116.8	0.19980	0.22314	9.9100e+37	2.0032	1.7900e+308	1.7900e+308	0.19980	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	178.00	1105.6									
17.435	2.0000	1.8622	2.0004	930.91	1109.8	0.20060	0.22263	9.9100e+37	2.0004	1.7900e+308	1.7900e+308	0.20060	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	179.00	1106.7									
17.550	2.0000	1.8616	2.0017	930.03	1117.3	0.19910	0.22246	9.9100e+37	2.0017	1.7900e+308	1.7900e+308	0.19910	9.9100e+37	1.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	180.00	1114.1									
17.666	2.0000	1.8622	2.0006	930.85	1111.4	0.20030	0.22261	9.9100e+37	2.0006	1.7900e+308	1.7900e+308	0.20030	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	181.00	1113.9									
17.815	2.0000	1.8582	2.0006	928.82	1115.0	0.19960	0.22256	9.9100e+37	2.0006	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	182.00	1114.3									
17.964	2.0000	1.8558	1.9990	928.38	1115.8	0.20010	0.22328	9.9100e+37	1.9990	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	183.00	1115.4									
18.112	2.0000	1.8525	1.9986	926.89	1112.1	0.20160	0.22419	9.9100e+37	1.9986	1.7900e+308	1.7900e+308	0.20160	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	184.00	1115.9									
18.261	2.0000	1.8514	2.0011	925.20	1122.6	0.19880	0.22317	9.9100e+37	2.0011	1.7900e+308	1.7900e+308	0.19880	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	185.00	1115.5									
18.410	2.0000	1.8514	2.0010	925.25	1114.1	0.19960	0.22238	9.9100e+37	2.0010	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	186.00	1114.0									
18.559	2.0000	1.8327	1.9979	917.33	1112.9	0.20050	0.22314	9.9100e+37	1.9979	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	187.00	1113.0									
18.708	2.0000	1.8298	1.9997	915.04	1108.2	0.19990	0.22153	9.9100e+37	1.9997	1.7900e+308	1.7900e+308	0.19990	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	188.00	1109.8									
18.857	2.0000	1.8548	1.9988	927.93	1107.1	0.20190	0.22352	9.9100e+37	1.9988	1.7900e+308	1.7900e+308	0.20190	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	189.00	1109.9									
19.005	2.0000	1.8390	2.0030	918.11	1106.9	0.20150	0.22304	9.9100e+37	2.0030	1.7900e+308	1.7900e+308	0.20150	9.9100e+37	2.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	190.00	1109.9									
19.154	2.0000	1.8392	2.0007	919.26	1114.4	0.19940	0.22222	9.9100e+37	2.0007	1.7900e+308	1.7900e+308	0.19940	9.9100e+37	2.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	191.00	1113.9									
19.336	2.0000	1.8324	1.9982	917.03	1112.7	0.19960	0.22210	9.9100e+37	1.9982	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	2.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	192.00	1117.9									
19.518	2.0000	1.8193	1.9991	910.07	1128.3	0.19790	0.22329	9.9100e+37	1.9991	1.7900e+308	1.7900e+308	0.19790	9.9100e+37	2.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	193.00	1120.3									
19.700	2.0000	1.8264	2.0027	911.99	1127.1	0.19800	0.22317	9.9100e+37	2.0027	1.7900e+308	1.7900e+308	0.19800	9.9100e+37	2.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	194.00	1119.9									
19.882	2.0000	1.8432	2.0025	920.42	1119.1	0.20020	0.22404	9.9100e+37	2.0025	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	2.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	195.00	1121.5									
20.064	2.0000	1.8215	1.9997	910.91	1112.3	0.20050	0.22302	9.9100e+37	1.9997	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	196.00	1119.4									
20.280	2.0000	1.7607	2.0010	879.91	1120.8	0.19920	0.22326	9.9100e+37	2.0010	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	197.00	1118.9									
20.495	2.0000	1.8360	1.9998	918.09	1117.9	0.19970	0.22324	9.9100e+37	1.9998	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	198.00	1116.9									
20.710	2.0000	1.8145	2.0011	906.74	1124.3	0.19790	0.22249	9.9100e+37	2.0011	1.7900e+308	1.7900e+308	0.19790	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	199.00	1118.0									
20.927	2.0000	1.8297	2.0028	913.56	1109.2	0.20140	0.22340	9.9100e+37	2.0028	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	200.00	1117.1									
21.142	2.0000	1.8070	1.9995	903.72	0.0000	0.0000	0.0000	9.9100e+37	1.9995	1.7900e+308	0.0000	0.0000	0.0000	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	201.00	1117.0									
21.358	2.0000	1.8052	1.9977	903.63	0.0000	0.0000	0.0000	9.9100e+37	1.9977	1.7900e+308	0.0000	0.0000	0.0000	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	202.00	1112.1									
21.573	2.0000	1.8122	2.0017	905.31	1117.6	0.19900	0.22240	9.9100e+37	2.0017	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	203.00	1110.3									
21.788	2.0000	1.8082	2.0011	903.61	1109.5	0.19970	0.22156	9.9100e+37	2.0011	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	3.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	204.00	1110.1									
22.004	2.0000	1.8063	1.9997	903.29	1103.8	0.20140	0.22231	9.9100e+37	1.9997	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	3.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	205.00	1110.7									
22.236	2.0000	1.7927	2.0006	896.08	1109.6	0.20080	0.22281	9.9100e+37	2.0006	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	3.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	206.00	1095.4									
22.485	2.0000	1.7187	1.9990	859.79	1113.2	0.20050	0.22319	9.9100e+37	1.9990	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	3.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	207.00	1095.7									
22.734	2.0000	1.7167	1.9998	858.44	1040.9	0.20140	0.20963	9.9100e+37	1.9998	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	3.5000	0.0000	100.00	4.0000	100.00	10.000	0.0000	208.00	1083.5									
