Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	N	W	Rrem-Ro/Ro	t-to	t-tor	dW/dt	dW/dt-tor	S_dW	WR	T	U	V
770.76	300.00	0.30000	0.029700	10101	10474	0.028700	0.30060	0.0100000	40.000	821.00	10286	0.031774	768.21	727.86	1.9577	1.9577	2.3665	10286			
772.08	300.00	0.30010	0.030700	9775.2	10118	0.029700	0.30050	0.0100000	40.000	822.00	10285	0.031674	769.53	729.19	2.2649	2.2649	4.6856	10285			
773.40	300.00	0.29990	0.029100	10306	11513	0.026100	0.30050	0.0100000	40.000	823.00	10294	0.032594	770.85	730.51	9.9424	9.9424	6.8273	10294			
774.72	300.00	0.30000	0.027000	11111	10401	0.028900	0.30060	0.0100000	40.000	824.00	10325	0.035675	772.18	731.83	10.874	10.874	8.0128	10325			
776.05	300.00	0.30080	0.030000	10027	9708.7	0.030900	0.30000	0.0100000	40.000	825.00	10331	0.036364	773.50	733.15	9.0970	9.0970	10.504	10331			
777.37	300.00	0.29930	0.029600	10111	10942	0.027500	0.30090	0.0100000	40.000	826.00	10338	0.036997	774.82	734.47	7.8851	7.8851	12.050	10338			
778.69	300.00	0.30120	0.027200	11074	10567	0.028400	0.30010	0.0100000	40.000	827.00	10347	0.037962	776.14	735.79	14.722	14.722	13.841	10347			
780.01	300.00	0.29980	0.028100	10669	10516	0.028500	0.29970	0.0100000	40.000	828.00	10369	0.040102	777.46	737.11	17.670	17.670	15.871	10369			
781.33	300.00	0.29960	0.029100	10296	9910.9	0.030300	0.30030	0.0100000	40.000	829.00	10413	0.044569	778.78	738.44	19.832	19.832	18.213	10413			
782.65	300.00	0.30060	0.025700	11697	11707	0.025600	0.29970	0.0100000	40.000	830.00	10422	0.045405	780.11	739.76	19.248	19.248	16.913	10422			
783.97	300.00	0.30000	0.029800	10067	9257.7	0.032600	0.30180	0.0100000	40.000	831.00	10452	0.048455	781.43	741.08	19.593	19.593	12.046	10452			
785.30	300.00	0.30050	0.029500	10186	10145	0.029600	0.30030	0.0100000	40.000	832.00	10476	0.050916	782.75	742.40	8.2214	8.2214	7.2192	10476			
786.62	300.00	0.30040	0.027200	11044	10331	0.029000	0.29960	0.0100000	40.000	833.00	10515	0.054800	784.07	743.72	-6.6658	-6.6658	3.0228	10515			
787.94	300.00	0.29900	0.028000	10679	10773	0.027800	0.29950	0.0100000	40.000	834.00	10444	0.047682	785.39	745.04	-4.3004	-4.3004	1.4719	10444			
789.26	300.00	0.29990	0.028900	10377	10597	0.028300	0.29990	0.0100000	40.000	835.00	10424	0.045654	786.71	746.37	-1.7342	-1.7342	1.7314	10424			
790.58	300.00	0.29980	0.027700	10823	10203	0.029500	0.30100	0.0100000	40.000	836.00	10494	0.052639	788.03	747.69	11.838	11.838	3.5037	10494			
791.90	300.00	0.29920	0.030800	9714.3	10067	0.029800	0.30000	0.0100000	40.000	837.00	10479	0.051172	789.36	749.01	9.5191	9.5191	3.2416	10479			
793.23	300.00	0.29970	0.029500	10159	10819	0.027700	0.29970	0.0100000	40.000	838.00	10495	0.052770	790.68	750.33	2.1956	2.1956	2.5359	10495			
794.55	300.00	0.29970	0.029300	10229	11029	0.027200	0.30000	0.0100000	40.000	839.00	10486	0.051899	792.00	751.65	-5.6110	-5.6110	0.17158	10486			
795.87	300.00	0.30010	0.029700	10104	10040	0.029800	0.29920	0.0100000	40.000	840.00	10505	0.053731	793.32	752.97	-5.2624	-5.2624	-0.77816	10505			
797.19	300.00	0.30050	0.030500	9852.5	10369	0.029000	0.30070	0.0100000	40.000	841.00	10437	0.046972	794.64	754.29	0.016626	0.016626	0.27636	10437			
798.51	300.00	0.30060	0.028300	10622	10989	0.027400	0.30110	0.0100000	40.000	842.00	10485	0.051745	795.96	755.62	4.7704	4.7704	1.3644	10485			
799.83	300.00	0.30020	0.030000	10007	10931	0.027500	0.30060	0.0100000	40.000	843.00	10496	0.052903	797.29	756.94	7.4682	7.4682	2.6979	10496			
801.16	300.00	0.30020	0.027800	10799	10023	0.030000	0.30070	0.0100000	40.000	844.00	10507	0.053928	798.61	758.26	-0.17083	-0.17083	4.1868	10507			
802.48	300.00	0.30000	0.028500	10526	9976.8	0.030200	0.30130	0.0100000	40.000	845.00	10476	0.050831	799.93	759.58	1.4051	1.4051	4.9956	10476			
803.80	300.00	0.30040	0.028200	10652	11171	0.026900	0.30050	0.0100000	40.000	846.00	10494	0.052668	801.25	760.90	7.4611	7.4611	4.1847	10494			
805.12	300.00	0.29940	0.028600	10469	10635	0.028200	0.29990	0.0100000	40.000	847.00	10512	0.054464	802.57	762.22	8.8144	8.8144	5.1291	10512			
806.44	300.00	0.29880	0.028700	10411	10901	0.027400	0.29870	0.0100000	40.000	848.00	10538	0.057057	803.89	763.55	3.4137	3.4137	5.1540	10538			
807.76	300.00	0.30050	0.028300	10618	10333	0.029100	0.30070	0.0100000	40.000	849.00	10512	0.054479	805.22	764.87	4.5513	4.5513	3.0731	10512			
809.09	300.00	0.29910	0.029300	10208	10295	0.029200	0.30060	0.0100000	40.000	850.00	10516	0.054923	806.54	766.19	1.5294	1.5294	-1.3956	10516			
810.41	300.00	0.30010	0.029500	10173	10292	0.029100	0.29950	0.0100000	40.000	851.00	10553	0.058548	807.86	767.51	-2.9436	-2.9436	-4.7734	10553			
811.73	300.00	0.29890	0.029000	10307	10257	0.029200	0.29950	0.0100000	40.000	852.00	10528	0.056037	809.18	768.83	-13.529	-13.529	-6.7155	10528			
813.05	300.00	0.30030	0.029400	10214	10388	0.028900	0.30020	0.0100000	40.000	853.00	10487	0.051972	810.50	770.15	-13.475	-13.475	-7.8858	10487			
814.37	300.00	0.29920	0.028000	10686	10546	0.028400	0.29950	0.0100000	40.000	854.00	10460	0.049244	811.82	771.48	-5.1592	-5.1592	-9.1486	10460			
815.69	300.00	0.29980	0.029800	10060	10125	0.029600	0.29970	0.0100000	40.000	855.00	10497	0.053012	813.14	772.80	-4.3218	-4.3218	-10.344	10497			
817.01	300.00	0.29950	0.028900	10363	10982	0.027200	0.29870	0.0100000	40.000	856.00	10488	0.052096	814.47	774.12	-9.2578	-9.2578	-11.327	10488			
818.34	300.00	0.30020	0.027800	10799	10580	0.028300	0.29940	0.0100000	40.000	857.00	10444	0.047680	815.79	775.44	-19.504	-19.504	-12.260	10444			
819.66	300.00	0.29990	0.031000	9674.2	10610	0.028200	0.29920	0.0100000	40.000	858.00	10425	0.045773	817.11	776.76	-18.394	-18.394	-10.380	10425			
820.98	300.00	0.30020	0.026900	11160	10280	0.029300	0.30120	0.0100000	40.000	859.00	10400	0.043246	818.43	778.08	-9.8228	-9.8228	-4.8903	10400			
822.30	300.00	0.30040	0.030000	10013	11122	0.027000	0.30030	0.0100000	40.000	860.00	10389	0.042122	819.75	779.40	5.0787	5.0787	3.4307	10389			
823.62	300.00	0.30040	0.027000	11126	10799	0.027900	0.30130	0.0100000	40.000	861.00	10398	0.042995	821.07	780.73	18.190	18.190	11.706	10398			
824.94	300.00	0.29900	0.028400	10528	9843.1	0.030600	0.30120	0.0100000	40.000	862.00	10460	0.049265	822.40	782.05	22.101	22.101	16.990	10460			
826.27	300.00	0.30000	0.029200	10274	10138	0.029700	0.30110	0.0100000	40.000	863.00	10485	0.051732	823.72	783.37	22.984	22.984	17.920	10485			
827.59	300.00	0.29910	0.028200	10606	10360	0.028900	0.29940	0.0100000	40.000	864.00	10491	0.052403	825.04	784.69	16.595	16.595	15.236	10491			
828.91	300.00	0.29950	0.030900	9692.6	10812	0.027700	0.29950	0.0100000	40.000	865.00	10534	0.056662	826.36	786.01	9.7290	9.7290	11.729	10534			
830.23	300.00	0.29960	0.027700	10816	9785.0	0.030700	0.30040	0.0100000	40.000	866.00	10545	0.057800	827.68	787.33	4.7723	4.7723	9.2423	10545			
831.55	300.00	0.30020	0.027900	10760	10247	0.029200	0.29920	0.0100000	40.000	867.00	10522	0.055483	829.00	788.66	4.5629	4.5629	7.1724	10522			
832.87	300.00	0.29940	0.028100	10655	10235	0.029300	0.29990	0.0100000	40.000	868.00	10529	0.056156	830.33	789.98	10.553	10.553	3.8001	10529			
834.19	300.00	0.29900	0.028300	10565	10372	0.029000	0.30080	0.0100000	40.000	869.00	10572	0.060508	831.65	791.30	6.2449	6.2449	-0.28508	10572			
835.52	300.00	0.29930	0.030500	9813.1	10098	0.029600	0.29890	0.0100000	40.000	870.00	10590	0.062282	832.97	792.62	-7.1324	-7.1324	-2.9522	10590			
836.84	300.00	0.30030	0.029200	10284	10477	0.028700	0.30070	0.0100000	40.000	871.00	10533	0.056559	834.29	793.94	-15.654	-15.654	-4.3320	10533			
838.16	300.00	0.29990	0.030300	9897.7	11605	0.025800	0.29940	0.0100000	40.000	872.00	10501	0.053403	835.61	795.26	-8.7726	-8.7726	-3.4181	10501			
839.48	300.00	0.29930	0.028400	10539	10773	0.027800	0.29950	0.0100000	40.000	873.00	10513	0.054571	836.93	796.59	3.6539	3.6539	1.1736	10513			
840.80	300.00	0.30020	0.027900	10760	10528	0.028600	0.30110	0.0100000	40.000	874.00	10542	0.057460	838.25	797.91	10.814	10.814	8.2586	10542			
842.12	300.00	0.30020	0.027000	11119	11437	0.026300	0.30080	0.0100000	40.000	875.00	10537	0.056952	839.58	799.23	15.826	15.826	14.658	10537			
843.45	300.00	0.29830	0.030300	9844.9	10363	0.028900	0.29950	0.0100000	40.000	876.00	10561	0.059381	840.90	800.55	19.771	19.771	16.592	10561			
844.77	300.00	0.30090	0.028700	10484	10497	0.028600	0.30020	0.0100000	40.000	877.00	10608	0.064102	842.22	801.87	23.223	23.223	14.913	10608			
846.09	300.00	0.29950	0.028800	10399	10720	0.027900	0.29910	0.0100000	40.000	878.00	10637	0.066991	843.54	803.19	13.325	13.325	11.606	10637			
847.41	300.00	0.30070	0.027100	11096	11521	0.026100	0.30070	0.0100000	40.000	879.00	10652	0.068541	844.86	804.51	2.4194	2.4194	5.1823	10652			
848.73	300.00	0.29990	0.028000	10711	10651	0.028100	0.29930	0.0100000	40.000	880.00	10627	0.065995	846.18	805.84	-0.70753	-0.70753	-3.5112	10627			
850.05	300.00	0.29970	0.027200	11018	9924.1	0.030300	0.30070	0.0100000	40.000	881.00	10629	0.066204	847.51	807.16	-12.349	-12.349	-10.841	10629			
851.38	300.00	0.30050	0.028100	10694	10139	0.029600	0.30010	0.0100000	40.000	882.00	10644	0.067691	848.83	808.48	-20.244	-20.244	-17.058	10644			
852.70	300.00	0.29900	0.029200	10240	10088	0.029600	0.29860	0.0100000	40.000	883.00	10562	0.059507	850.15	809.80	-23.324	-23.324	-20.099	10562			
854.02	300.00	0.30060	0.028300	10622	10743	0.028000	0.30080	0.0100000	40.000	884.00	10526	0.055925	851.47	811.12	-28.665	-28.665	-19.191	10526			
855.34	300.00	0.29920	0.027600	10841	10253	0.029200	0.29940	0.0100000	40.000	885.00	10533	0.056627	852.79	812.44	-15.911	-15.911	-16.422	10533			
856.66	300.00	0.30030	0.029000	10355	11321	0.026500	0.30000	0.0100000	40.000	886.00	10469	0.050130	854.11	813.77	-7.8097	-7.8097	-12.669	10469			
857.98	300.00	0.29930	0.028800	10392	10773	0.027800	0.29950	0.0100000	40.000	887.00	10486	0.051858	855.44	815.09	-6.4030	-6.4030	-9.0349	10486			
859.30	300.00	0.29970	0.029800	10057	10851	0.027600	0.29950	0.0100000	40.000	888.00	10499	0.053133	856.76	816.41	-4.5547	-4.5547	-8.1930	10499			
860.63	300.00	0.29930	0.029700	10077	10560	0.028400	0.29990	0.0100000	40.000	889.00	10476	0.050882	858.08	817.73	-10.496	-10.496	-7.2753	10476			
861.95	300.00	0.29970	0.026300	11395	9839.3	0.030500	0.30010	0.0100000	40.000	890.00	10443	0.047600	859.40	819.05	-11.701	-11.701	-3.5258	10443			
863.27	300.00	0.30020	0.029300	10246	10142	0.029600	0.30020	0.0100000	40.000	891.00	10444	0.047668	860.72	820.37	-3.2210	-3.2210	0.54986	10444			
864.59	300.00	0.30030	0.027500	10920	10789	0.027900	0.30100	0.0100000	40.000	892.00	10437	0.046984	862.04	821.70	12.344	12.344	6.0192	10437			
865.91	300.00	0.30100	0.029100	10344	9891.4	0.030400	0.30070	0.0100000	40.000	893.00	10458	0.049055	863.36	823.02	15.824	15.824	9.7583	10458			
867.23	300.00	0.30200	0.029700	10168	10023	0.029900	0.29970	0.0100000	40.000	894.00	10518	0.055088	864.69	824.34	16.850	16.850	10.348	10518			
868.56	300.00	0.30080	0.026900	11182	10675	0.028000	0.29890	0.0100000	40.000	895.00	10508	0.054104	866.01	825.66	6.9944	6.9944	7.3875	10508			
869.88	300.00	0.29970	0.029400	10194	10077	0.029800	0.30030	0.0100000	40.000	896.00	10523	0.055628	867.33	826.98	-0.27263	-0.27263	4.0631	10523			
871.20	300.00	0.30020	0.029200	10281	10725	0.028000	0.30030	0.0100000	40.000	897.00	10501	0.053421	868.65	828.30	-2.4578	-2.4578	2.1262	10501			
872.52	300.00	0.29930	0.028000	10689	10763	0.027900	0.30030	0.0100000	40.000	898.00	10520	0.055249	869.97	829.62	-0.79829	-0.79829	3.3301	10520			
873.84	300.00	0.29920	0.028300	10572	10249	0.029300	0.30030	0.0100000	40.000	899.00	10494	0.052664	871.29	830.95	7.1653	7.1653	6.7870	10494			
875.16	300.00	0.29880	0.029200	10233	10834	0.027700	0.30010	0.0100000	40.000	900.00	10522	0.055477	872.62	832.27	13.014	13.014	9.5049	10522			
876.49	300.00	0.30010	0.030900	9712.0	10665	0.028100	0.29970	0.0100000	40.000	901.00	10548	0.058056	873.94	833.59	17.012	17.012	11.679	10548			
877.81	300.00	0.29910	0.028100	10644	9781.0	0.030600	0.29930	0.0100000	40.000	902.00	10579	0.061180	875.26	834.91	11.132	11.132	12.146	10579			
879.13	300.00	0.30040	0.029800	10081	10572	0.028500	0.30130	0.0100000	40.000	903.00	10578	0.061090	876.58	836.23	10.070	10.070	12.061	10578			
880.45	300.00	0.30040	0.031200	9628.2	11351	0.026500	0.30080	0.0100000	40.000	904.00	10580	0.061340	877.90	837.55	9.5043	9.5043	10.180	10580			
881.77	300.00	0.29970	0.029400	10194	10537	0.028500	0.30030	0.0100000	40.000	905.00	10613	0.064652	879.22	838.88	12.588	12.588	8.5270	10613			
883.09	300.00	0.29980	0.028000	10707	10572	0.028300	0.29920	0.0100000	40.000	906.00	10624	0.065699	880.55	840.20	7.6040	7.6040	6.7846	10624			
884.41	300.00	0.30020	0.025800	11636	10859	0.027600	0.29970	0.0100000	40.000	907.00	10639	0.067254	881.87	841.52	2.8686	2.8686	5.3442	10639			
885.74	300.00	0.30080	0.029600	10162	11156	0.026900	0.30010	0.0100000	40.000	908.00	10618	0.065079	883.19	842.84	1.3581	1.3581	3.8257	10618			
887.06	300.00	0.29970	0.028200	10628	10310	0.029000	0.29900	0.0100000	40.000	909.00	10635	0.066864	884.51	844.16	2.3024	2.3024	3.9044	10635			
888.38	300.00	0.29960	0.030500	9823.0	11149	0.026900	0.29990	0.0100000	40.000	910.00	10635	0.066794	885.83	845.48	4.9956	4.9956	6.0566	10635			
889.70	300.00	0.29870	0.029300	10195	10379	0.029000	0.30100	0.0100000	40.000	911.00	10646	0.067923	887.15	846.80	7.9973	7.9973	6.9087	10646			
891.02	300.00	0.30060	0.026100	11517	10796	0.027900	0.30120	0.0100000	40.000	912.00	10645	0.067861	888.47	848.13	13.629	13.629	5.2652	10645			
892.34	300.00	0.30110	0.026900	11193	10770	0.027800	0.29940	0.0100000	40.000	913.00	10683	0.071631	889.80	849.45	5.6185	5.6185	1.0760	10683			
893.67	300.00	0.30010	0.028700	10456	9943.7	0.030200	0.30030	0.0100000	40.000	914.00	10706	0.073975	891.12	850.77	-5.9149	-5.9149	-4.3049	10706			
894.99	300.00	0.29980	0.028000	10707	10717	0.027900	0.29900	0.0100000	40.000	915.00	10653	0.068590	892.44	852.09	-15.950	-15.950	-9.6686	10653			
896.31	300.00	0.30170	0.027000	11174	10894	0.027400	0.29850	0.0100000	40.000	916.00	10621	0.065460	893.76	853.41	-18.907	-18.907	-12.747	10621			
897.63	300.00	0.30030	0.029500	10180	10403	0.028800	0.29960	0.0100000	40.000	917.00	10620	0.065316	895.08	854.73	-13.189	-13.189	-13.636	10620			
898.95	300.00	0.29940	0.029700	10081	10270	0.029300	0.30090	0.0100000	40.000	918.00	10598	0.063082	896.40	856.06	-9.7745	-9.7745	-10.847	10598			
900.27	300.00	0.29940	0.028600	10469	11137	0.027000	0.30070	0.0100000	40.000	919.00	10577	0.061039	897.72	857.38	-10.359	-10.359	-6.6735	10577			
901.59	300.00	0.29980	0.028600	10483	10235	0.029400	0.30090	0.0100000	40.000	920.00	10578	0.061122	899.05	858.70	-2.0077	-2.0077	-3.8226	10578			
902.91	300.00	0.29910	0.026900	11119	11070	0.027100	0.30000	0.0100000	40.000	921.00	10561	0.059432	900.37	860.02	1.9631	1.9631	-1.9390	10561			
904.24	300.00	0.30080	0.026600	11308	10652	0.028200	0.30040	0.0100000	40.000	922.00	10593	0.062555	901.69	861.34	1.0647	1.0647	1.0096	10593			
905.56	300.00	0.29840	0.028500	10470	10570	0.028400	0.30020	0.0100000	40.000	923.00	10583	0.061624	903.01	862.66	-0.35620	-0.35620	2.3802	10583			
906.88	300.00	0.30020	0.028600	10497	11063	0.027200	0.30090	0.0100000	40.000	924.00	10574	0.060732	904.33	863.98	4.3843	4.3843	4.1535	10574			
908.20	300.00	0.30000	0.027400	10949	10224	0.029500	0.30160	0.0100000	40.000	925.00	10568	0.060108	905.65	865.30	4.8450	4.8450	7.2071	10568			
909.52	300.00	0.30000	0.028500	10526	9881.6	0.030400	0.30040	0.0100000	40.000	926.00	10629	0.066218	906.97	866.62	10.830	10.830	8.9279	10629			
910.84	300.00	0.29940	0.027100	11048	10542	0.028400	0.29940	0.0100000	40.000	927.00	10588	0.062091	908.29	867.94	16.333	16.333	11.461	10588			
912.16	300.00	0.30040	0.028900	10394	10391	0.028900	0.30030	0.0100000	40.000	928.00	10636	0.066915	909.61	869.27	8.2477	8.2477	12.178	10636			
913.48	300.00	0.29950	0.025400	11791	10729	0.028000	0.30040	0.0100000	40.000	929.00	10673	0.070581	910.94	870.59	17.051	17.051	11.350	10673			
914.80	300.00	0.29960	0.026600	11263	10328	0.029000	0.29950	0.0100000	40.000	930.00	10641	0.067437	912.26	871.91	8.4312	8.4312	9.6097	10641			
916.13	300.00	0.29970	0.027600	10859	10795	0.027800	0.30010	0.0100000	40.000	931.00	10698	0.073127	913.58	873.23	6.6887	6.6887	7.6064	10698			
917.45	300.00	0.29940	0.027100	11048	11033	0.027200	0.30010	0.0100000	40.000	932.00	10679	0.071229	914.90	874.55	7.6303	7.6303	5.3691	10679			
918.77	300.00	0.30100	0.028100	10712	10601	0.028300	0.30000	0.0100000	40.000	933.00	10698	0.073117	916.22	875.87	-1.7688	-1.7688	6.8382	10698			
920.09	300.00	0.29960	0.028000	10700	10583	0.028300	0.29950	0.0100000	40.000	934.00	10692	0.072498	917.54	877.19	5.8643	5.8643	9.7743	10692			
921.41	300.00	0.30070	0.027700	10856	9813.1	0.030500	0.29930	0.0100000	40.000	935.00	10680	0.071320	918.86	878.51	15.776	15.776	12.314	10680			
922.73	300.00	0.30010	0.028600	10493	11996	0.024900	0.29870	0.0100000	40.000	936.00	10727	0.076013	920.18	879.83	21.369	21.369	14.978	10727			
924.05	300.00	0.29930	0.028600	10465	10030	0.029900	0.29990	0.0100000	40.000	937.00	10784	0.081813	921.50	881.16	20.330	20.330	15.805	10784			
925.37	300.00	0.30100	0.029800	10101	11413	0.026400	0.30130	0.0100000	40.000	938.00	10780	0.081411	922.82	882.48	11.553	11.553	15.440	10780			
926.69	300.00	0.29910	0.028100	10644	11037	0.027100	0.29910	0.0100000	40.000	939.00	10787	0.082091	924.15	883.80	9.9984	9.9984	13.389	10787			
928.01	300.00	0.29990	0.028100	10673	10479	0.028600	0.29970	0.0100000	40.000	940.00	10802	0.083528	925.47	885.12	13.951	13.951	10.119	10802			
929.34	300.00	0.29870	0.027300	10941	11426	0.026300	0.30050	0.0100000	40.000	941.00	10840	0.087379	926.79	886.44	11.115	11.115	7.9123	10840			
930.66	300.00	0.29990	0.030400	9865.1	10673	0.028100	0.29990	0.0100000	40.000	942.00	10846	0.088010	928.11	887.76	3.9759	3.9759	7.6023	10846			
931.98	300.00	0.29940	0.027600	10848	11048	0.027200	0.30050	0.0100000	40.000	943.00	10838	0.087214	929.43	889.08	0.52153	0.52153	4.0892	10838			
933.30	300.00	0.29950	0.025800	11609	10441	0.028800	0.30070	0.0100000	40.000	944.00	10829	0.086245	930.75	890.40	8.4487	8.4487	-0.57747	10829			
934.62	300.00	0.29920	0.027900	10724	10816	0.027700	0.29960	0.0100000	40.000	945.00	10852	0.088607	932.07	891.72	-3.6150	-3.6150	-5.4442	10852			
935.94	300.00	0.30000	0.028400	10563	11206	0.026700	0.29920	0.0100000	40.000	946.00	10895	0.092912	933.39	893.04	-12.218	-12.218	-9.7979	10895			
937.26	300.00	0.30190	0.027400	11018	11096	0.027100	0.30070	0.0100000	40.000	947.00	10781	0.081485	934.71	894.37	-20.358	-20.358	-12.624	10781			
938.58	300.00	0.29940	0.026500	11298	10458	0.028600	0.29910	0.0100000	40.000	948.00	10783	0.081710	936.04	895.69	-21.247	-21.247	-14.378	10783			
939.90	300.00	0.29930	0.027800	10766	10533	0.028500	0.30020	0.0100000	40.000	949.00	10774	0.080718	937.36	897.01	-5.6810	-5.6810	-13.633	10774			
941.23	300.00	0.29890	0.024400	12250	11029	0.027200	0.30000	0.0100000	40.000	950.00	10759	0.079216	938.68	898.33	-12.386	-12.386	-9.8000	10759			
942.55	300.00	0.30090	0.029500	10200	11134	0.026900	0.29950	0.0100000	40.000	951.00	10756	0.078968	940.00	899.65	-8.4913	-8.4913	-4.6282	10756			
943.87	300.00	0.30040	0.028000	10729	10927	0.027400	0.29940	0.0100000	40.000	952.00	10710	0.074378	941.32	900.97	-1.1948	-1.1948	-0.99993	10710			
945.19	300.00	0.29920	0.026000	11508	10866	0.027700	0.30100	0.0100000	40.000	953.00	10742	0.077510	942.64	902.29	4.6119	4.6119	3.6038	10742			
946.51	300.00	0.29990	0.028900	10377	10398	0.028900	0.30050	0.0100000	40.000	954.00	10758	0.079152	943.96	903.61	12.460	12.460	5.5092	10758			
947.83	300.00	0.30060	0.027100	11092	11077	0.027100	0.30020	0.0100000	40.000	955.00	10763	0.079636	945.28	904.94	10.633	10.633	4.4463	10763			
949.15	300.00	0.29900	0.028300	10565	10714	0.028000	0.30000	0.0100000	40.000	956.00	10782	0.081571	946.60	906.26	1.0357	1.0357	1.1736	10782			
950.47	300.00	0.29980	0.026600	11271	9603.8	0.031300	0.30060	0.0100000	40.000	957.00	10800	0.083346	947.93	907.58	-6.5097	-6.5097	-2.7162	10800			
951.79	300.00	0.29990	0.027000	11107	10077	0.029800	0.30030	0.0100000	40.000	958.00	10746	0.077984	949.25	908.90	-11.751	-11.751	-4.7851	10746			
953.12	300.00	0.29970	0.028800	10406	11205	0.026800	0.30030	0.0100000	40.000	959.00	10738	0.077117	950.57	910.22	-6.9889	-6.9889	-6.1560	10738			
954.44	300.00	0.29920	0.027200	11000	10722	0.028100	0.30130	0.0100000	40.000	960.00	10735	0.076899	951.89	911.54	0.28878	0.28878	-6.5670	10735			
955.76	300.00	0.29990	0.026600	11274	10427	0.028800	0.30030	0.0100000	40.000	961.00	10759	0.079257	953.21	912.86	-5.8191	-5.8191	-4.3660	10759			
957.08	300.00	0.30000	0.025700	11673	10465	0.028600	0.29930	0.0100000	40.000	962.00	10738	0.077105	954.53	914.18	-8.5646	-8.5646	-1.8487	10738			
958.40	300.00	0.30120	0.030200	9973.5	11328	0.026500	0.30020	0.0100000	40.000	963.00	10698	0.073158	955.85	915.50	-0.74629	-0.74629	0.87484	10698			
959.72	300.00	0.29950	0.028700	10436	11392	0.026300	0.29960	0.0100000	40.000	964.00	10709	0.074274	957.17	916.83	5.5978	5.5978	4.4855	10709			
961.04	300.00	0.30050	0.028600	10507	10542	0.028400	0.29940	0.0100000	40.000	965.00	10768	0.080179	958.49	918.15	13.906	13.906	8.2354	10768			
962.36	300.00	0.30040	0.027000	11126	11221	0.026700	0.29960	0.0100000	40.000	966.00	10740	0.077304	959.82	919.47	12.234	12.234	9.8465	10740			
963.68	300.00	0.29920	0.028900	10353	11578	0.025800	0.29870	0.0100000	40.000	967.00	10775	0.080856	961.14	920.79	10.185	10.185	7.8017	10775			
965.01	300.00	0.30020	0.027200	11037	9973.4	0.030100	0.30020	0.0100000	40.000	968.00	10787	0.082042	962.46	922.11	7.3089	7.3089	5.5537	10787			
966.33	300.00	0.30050	0.027200	11048	10276	0.029300	0.30110	0.0100000	40.000	969.00	10812	0.084559	963.78	923.43	-4.6263	-4.6263	5.8010	10812			
