Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	2W 1?	N	W	(Rrem-Ro)/Ro	t-tor	WR	S	T	U	V	W	X	Y
655.07	300.00	0.29950	0.027000	11093	10013	0.030000	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1281.0	11165	-0.066340	492.13	11165							
657.06	300.00	0.29860	0.025900	11529	11473	0.026200	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1282.0	11121	-0.069956	494.12	11121							
659.05	300.00	0.29910	0.026000	11504	11175	0.026800	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1283.0	11145	-0.067982	496.11	11145							
661.03	300.00	0.30020	0.026700	11243	10781	0.027800	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1284.0	11173	-0.065614	498.09	11173							
663.02	300.00	0.29890	0.028500	10488	11294	0.026500	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1285.0	11127	-0.069464	500.08	11127							
665.01	300.00	0.29970	0.026500	11309	10704	0.028000	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1286.0	11125	-0.069656	502.07	11125							
667.00	300.00	0.29980	0.028500	10519	10724	0.027900	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1287.0	11142	-0.068205	504.06	11142							
668.98	300.00	0.29890	0.025800	11585	11407	0.026300	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1288.0	11170	-0.065875	506.04	11170							
670.97	300.00	0.29950	0.026300	11388	10971	0.027300	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1289.0	11149	-0.067673	508.03	11149							
672.96	300.00	0.30010	0.024200	12401	11937	0.025200	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1290.0	11121	-0.070010	510.02	11121							
674.95	300.00	0.29950	0.025800	11609	11659	0.025800	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1291.0	11116	-0.070389	512.01	11116							
676.93	300.00	0.29990	0.027100	11066	10902	0.027600	0.30090	0.0100000	60.000	100.00	10.000	1.0000	1292.0	11191	-0.064122	513.99	11191							
678.92	300.00	0.30110	0.029000	10383	10938	0.027500	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1293.0	11234	-0.060534	515.98	11234							
680.91	300.00	0.30020	0.026500	11328	11271	0.026600	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1294.0	11206	-0.062850	517.97	11206							
682.90	300.00	0.30040	0.028800	10431	10714	0.028000	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1295.0	11179	-0.065173	519.96	11179							
684.88	300.00	0.30010	0.025600	11723	11513	0.026100	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1296.0	11140	-0.068392	521.94	11140							
686.87	300.00	0.30120	0.027300	11033	11689	0.025700	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1297.0	11176	-0.065418	523.93	11176							
688.86	300.00	0.29930	0.025300	11830	11502	0.026100	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1298.0	11200	-0.063424	525.92	11200							
690.85	300.00	0.29910	0.027400	10916	10856	0.027700	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1299.0	11223	-0.061489	527.91	11223							
692.83	300.00	0.30050	0.027000	11130	11004	0.027200	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1300.0	11239	-0.060140	529.89	11239							
694.82	300.00	0.29930	0.029400	10180	10916	0.027400	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1301.0	11205	-0.062989	531.88	11205							
696.81	300.00	0.29940	0.027200	11007	11587	0.025900	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1302.0	11183	-0.064840	533.87	11183							
698.80	300.00	0.30090	0.025200	11940	12374	0.024300	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1303.0	11237	-0.060293	535.86	11237							
700.78	300.00	0.29960	0.024700	12130	10594	0.028300	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1304.0	11221	-0.061623	537.84	11221							
702.77	300.00	0.29940	0.026000	11515	10197	0.029400	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1305.0	11263	-0.058122	539.83	11263							
704.76	300.00	0.30030	0.026100	11506	10486	0.028600	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1306.0	11273	-0.057260	541.82	11273							
706.75	300.00	0.29950	0.028900	10363	11450	0.026200	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1307.0	11250	-0.059202	543.81	11250							
708.73	300.00	0.30150	0.024200	12459	11225	0.026700	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1308.0	11216	-0.062061	545.79	11216							
710.72	300.00	0.29960	0.025300	11842	11893	0.025200	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1309.0	11168	-0.066085	547.78	11168							
712.71	300.00	0.30060	0.026800	11216	11309	0.026500	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1310.0	11219	-0.061781	549.77	11219							
714.70	300.00	0.29860	0.027500	10858	11221	0.026700	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1311.0	11234	-0.060568	551.76	11234							
716.68	300.00	0.30010	0.026100	11498	11194	0.026800	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1312.0	11243	-0.059776	553.74	11243							
718.67	300.00	0.30020	0.026000	11546	12044	0.024900	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1313.0	11253	-0.058931	555.73	11253							
720.66	300.00	0.29970	0.027100	11059	10604	0.028300	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1314.0	11223	-0.061433	557.72	11223							
722.65	300.00	0.30000	0.028200	10638	12150	0.024700	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1315.0	11263	-0.058143	559.71	11263							
724.63	300.00	0.30140	0.026000	11592	10931	0.027400	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1316.0	11283	-0.056410	561.69	11283							
726.62	300.00	0.29960	0.026000	11523	11026	0.027100	0.29880	0.0100000	60.000	100.00	10.000	1.0000	1317.0	11331	-0.052471	563.68	11331							
728.61	300.00	0.30030	0.027000	11122	10971	0.027400	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1318.0	11325	-0.052937	565.67	11325							
730.60	300.00	0.29960	0.027600	10855	10491	0.028700	0.30110	0.0100000	60.000	100.00	10.000	1.0000	1319.0	11338	-0.051818	567.66	11338							
732.58	300.00	0.30030	0.027000	11122	11937	0.025200	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1320.0	11300	-0.055065	569.64	11300							
734.57	300.00	0.29930	0.029700	10077	11308	0.026600	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1321.0	11289	-0.055929	571.63	11289							
736.56	300.00	0.29910	0.027900	10720	11115	0.027000	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1322.0	11285	-0.056320	573.62	11285							
738.55	300.00	0.29990	0.026800	11190	11799	0.025400	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1323.0	11302	-0.054872	575.61	11302							
740.54	300.00	0.30040	0.029600	10149	11746	0.025600	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1324.0	11260	-0.058379	577.60	11260							
742.52	300.00	0.29970	0.028400	10553	11420	0.026200	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1325.0	11287	-0.056137	579.58	11287							
744.51	300.00	0.29970	0.027300	10978	10633	0.028300	0.30090	0.0100000	60.000	100.00	10.000	1.0000	1326.0	11234	-0.060540	581.57	11234							
746.50	300.00	0.30160	0.027400	11007	11475	0.026100	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1327.0	11237	-0.060278	583.56	11237							
748.49	300.00	0.30050	0.027000	11130	11333	0.026400	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1328.0	11258	-0.058572	585.55	11258							
750.47	300.00	0.30010	0.026200	11454	11506	0.026100	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1329.0	11319	-0.053438	587.53	11319							
752.46	300.00	0.29980	0.026500	11313	11077	0.027100	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1330.0	11342	-0.051543	589.52	11342							
754.45	300.00	0.30030	0.027300	11000	11093	0.027000	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1331.0	11284	-0.056329	591.51	11284							
756.44	300.00	0.30050	0.027000	11130	11123	0.026900	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1332.0	11265	-0.057920	593.50	11265							
758.42	300.00	0.29950	0.027300	10971	11558	0.026000	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1333.0	11257	-0.058637	595.48	11257							
760.41	300.00	0.30000	0.026500	11321	11164	0.026900	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1334.0	11216	-0.062023	597.47	11216							
762.40	300.00	0.30010	0.027600	10873	11167	0.026900	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1335.0	11207	-0.062781	599.46	11207							
764.39	300.00	0.30020	0.027200	11037	11044	0.027200	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1336.0	11203	-0.063140	601.45	11203							
766.37	300.00	0.29940	0.024900	12024	10996	0.027300	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1337.0	11203	-0.063159	603.43	11203							
768.36	300.00	0.29990	0.028400	10560	11454	0.026200	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1338.0	11192	-0.064048	605.42	11192							
770.35	300.00	0.30010	0.028600	10493	12260	0.024600	0.30160	0.0100000	60.000	100.00	10.000	1.0000	1339.0	11148	-0.067713	607.41	11148							
772.34	300.00	0.29900	0.025900	11544	10967	0.027300	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1340.0	11147	-0.067819	609.40	11147							
774.32	300.00	0.29970	0.027600	10859	10735	0.027900	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1341.0	11077	-0.073655	611.38	11077							
776.31	300.00	0.29900	0.026700	11199	10909	0.027400	0.29890	0.0100000	60.000	100.00	10.000	1.0000	1342.0	11066	-0.074571	613.37	11066							
778.30	300.00	0.29970	0.027100	11059	10935	0.027500	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1343.0	11031	-0.077499	615.36	11031							
780.29	300.00	0.30070	0.027400	10974	10949	0.027400	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1344.0	11015	-0.078825	617.35	11015							
782.27	300.00	0.30040	0.027700	10845	11556	0.025900	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1345.0	11051	-0.075873	619.33	11051							
784.26	300.00	0.29950	0.027500	10891	11330	0.026400	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1346.0	11044	-0.076466	621.32	11044							
786.25	300.00	0.29990	0.028100	10673	10628	0.028200	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1347.0	11041	-0.076715	623.31	11041							
788.24	300.00	0.30030	0.026800	11205	11252	0.026600	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1348.0	11046	-0.076287	625.30	11046							
790.22	300.00	0.30020	0.025000	12008	10413	0.028800	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1349.0	11016	-0.078741	627.28	11016							
792.21	300.00	0.29830	0.026600	11214	11479	0.026100	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1350.0	10998	-0.080282	629.27	10998							
794.20	300.00	0.30000	0.028700	10453	9612.2	0.031200	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1351.0	11035	-0.077226	631.26	11035							
796.19	300.00	0.29910	0.027600	10837	10862	0.027600	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1352.0	11072	-0.074072	633.25	11072							
798.17	300.00	0.30060	0.026700	11258	10388	0.028900	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1353.0	11091	-0.072502	635.23	11091							
800.16	300.00	0.30190	0.029300	10304	11225	0.026700	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1354.0	11098	-0.071918	637.22	11098							
802.15	300.00	0.29920	0.026400	11333	11905	0.025200	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1355.0	11098	-0.071890	639.21	11098							
804.14	300.00	0.29940	0.026000	11515	11018	0.027100	0.29860	0.0100000	60.000	100.00	10.000	1.0000	1356.0	11085	-0.073015	641.20	11085							
806.12	300.00	0.30070	0.027700	10856	10982	0.027300	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1357.0	11071	-0.074166	643.18	11071							
808.11	300.00	0.30040	0.028300	10615	11104	0.027000	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1358.0	11101	-0.071635	645.17	11101							
810.10	300.00	0.30030	0.027600	10880	10838	0.027800	0.30130	0.0100000	60.000	100.00	10.000	1.0000	1359.0	11081	-0.073369	647.16	11081							
812.09	300.00	0.29900	0.027900	10717	11873	0.025200	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1360.0	11077	-0.073669	649.15	11077							
814.07	300.00	0.29930	0.025500	11737	11734	0.025600	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1361.0	11040	-0.076809	651.13	11040							
816.06	300.00	0.30010	0.025900	11587	11527	0.026000	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1362.0	11124	-0.069717	653.12	11124							
818.05	300.00	0.30000	0.026000	11538	11303	0.026400	0.29840	0.0100000	60.000	100.00	10.000	1.0000	1363.0	11129	-0.069328	655.11	11129							
820.04	300.00	0.30020	0.028900	10388	11081	0.027100	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1364.0	11191	-0.064178	657.10	11191							
822.02	300.00	0.30060	0.027700	10852	10956	0.027300	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1365.0	11216	-0.062012	659.08	11216							
824.01	300.00	0.29980	0.026900	11145	11273	0.026700	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1366.0	11211	-0.062479	661.07	11211							
826.00	300.00	0.29860	0.027800	10741	11040	0.027200	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1367.0	11212	-0.062362	663.06	11212							
827.99	300.00	0.29970	0.027400	10938	11263	0.026600	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1368.0	11231	-0.060775	665.05	11231							
829.97	300.00	0.30070	0.027700	10856	10817	0.027800	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1369.0	11203	-0.063116	667.03	11203							
831.96	300.00	0.29960	0.026900	11138	10338	0.029000	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1370.0	11223	-0.061473	669.02	11223							
833.95	300.00	0.29950	0.029100	10292	10690	0.028100	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1371.0	11216	-0.062029	671.01	11216							
835.94	300.00	0.30040	0.026300	11422	11393	0.026200	0.29850	0.0100000	60.000	100.00	10.000	1.0000	1372.0	11182	-0.064880	673.00	11182							
837.92	300.00	0.29990	0.028700	10449	10960	0.027400	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1373.0	11145	-0.068002	674.98	11145							
839.91	300.00	0.30060	0.027600	10891	11681	0.025700	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1374.0	11113	-0.070649	676.97	11113							
841.90	300.00	0.29990	0.028200	10635	11769	0.025500	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1375.0	11138	-0.068574	678.96	11138							
843.89	300.00	0.29950	0.027000	11093	11787	0.025400	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1376.0	11144	-0.068105	680.95	11144							
845.87	300.00	0.30020	0.028200	10645	11048	0.027200	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1377.0	11123	-0.069839	682.93	11123							
847.86	300.00	0.29940	0.027500	10887	11380	0.026300	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1378.0	11114	-0.070560	684.92	11114							
849.85	300.00	0.29980	0.027800	10784	10516	0.028500	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1379.0	11122	-0.069876	686.91	11122							
851.84	300.00	0.30020	0.026100	11502	11251	0.026700	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1380.0	11127	-0.069520	688.90	11127							
853.82	300.00	0.30020	0.026000	11546	11733	0.025500	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1381.0	11160	-0.066752	690.88	11160							
855.81	300.00	0.30040	0.025600	11734	11018	0.027200	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1382.0	11165	-0.066338	692.87	11165							
857.80	300.00	0.30040	0.026600	11293	10743	0.028000	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1383.0	11210	-0.062523	694.86	11210							
859.79	300.00	0.30000	0.029300	10239	10638	0.028200	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1384.0	11161	-0.066662	696.85	11161							
861.77	300.00	0.30110	0.028500	10565	11602	0.025900	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1385.0	11111	-0.070800	698.83	11111							
863.76	300.00	0.29910	0.027900	10720	11074	0.027100	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1386.0	11122	-0.069894	700.82	11122							
865.75	300.00	0.30110	0.026900	11193	10838	0.027800	0.30130	0.0100000	60.000	100.00	10.000	1.0000	1387.0	11077	-0.073634	702.81	11077							
867.74	300.00	0.29890	0.024800	12052	10859	0.027700	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1388.0	11170	-0.065877	704.80	11170							
869.72	300.00	0.30000	0.028700	10453	11435	0.026200	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1389.0	11146	-0.067867	706.78	11146							
871.71	300.00	0.29930	0.027500	10884	10906	0.027600	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1390.0	11148	-0.067748	708.77	11148							
873.70	300.00	0.30080	0.028400	10592	11033	0.027200	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1391.0	11157	-0.066975	710.76	11157							
875.69	300.00	0.30050	0.027400	10967	10794	0.027700	0.29900	0.0100000	60.000	100.00	10.000	1.0000	1392.0	11116	-0.070372	712.75	11116							
877.67	300.00	0.30020	0.026700	11243	12351	0.024200	0.29890	0.0100000	60.000	100.00	10.000	1.0000	1393.0	11131	-0.069138	714.73	11131							
879.66	300.00	0.30000	0.026500	11321	9920.5	0.030200	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1394.0	11113	-0.070635	716.72	11113							
881.65	300.00	0.30080	0.025200	11937	10642	0.028200	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1395.0	11140	-0.068393	718.71	11140							
883.64	300.00	0.30070	0.025400	11839	11996	0.025000	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1396.0	11099	-0.071819	720.70	11099							
885.62	300.00	0.29940	0.025900	11560	10848	0.027700	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1397.0	11089	-0.072646	722.68	11089							
887.61	300.00	0.30020	0.028100	10683	12996	0.023100	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1398.0	11091	-0.072521	724.67	11091							
889.60	300.00	0.30100	0.028500	10561	10880	0.027600	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1399.0	11078	-0.073551	726.66	11078							
891.59	300.00	0.29990	0.030200	9930.5	10546	0.028400	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1400.0	11038	-0.076944	728.65	11038							
893.58	300.00	0.30050	0.027500	10927	11445	0.026300	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1401.0	11063	-0.074873	730.64	11063							
895.56	300.00	0.29870	0.027400	10901	10880	0.027600	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1402.0	11045	-0.076337	732.62	11045							
897.55	300.00	0.30060	0.025600	11742	11328	0.026500	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1403.0	11037	-0.076995	734.61	11037							
899.54	300.00	0.29980	0.026500	11313	10367	0.028900	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1404.0	10945	-0.084740	736.60	10945							
901.53	300.00	0.29910	0.026800	11160	11201	0.026800	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1405.0	11000	-0.080133	738.59	11000							
903.51	300.00	0.29950	0.026100	11475	10742	0.027900	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1406.0	11090	-0.072575	740.57	11090							
905.50	300.00	0.29820	0.025400	11740	10866	0.027600	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1407.0	10995	-0.080497	742.56	10995							
907.49	300.00	0.30040	0.030100	9980.1	10870	0.027600	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1408.0	11018	-0.078646	744.55	11018							
909.48	300.00	0.30060	0.026000	11562	10601	0.028300	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1409.0	10916	-0.087129	746.54	10916							
911.46	300.00	0.30050	0.027300	11007	10583	0.028300	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1410.0	10899	-0.088581	748.52	10899							
913.45	300.00	0.29970	0.029100	10299	11426	0.026300	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1411.0	10897	-0.088735	750.51	10897							
915.44	300.00	0.29970	0.027400	10938	10665	0.028100	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1412.0	10867	-0.091223	752.50	10867							
917.43	300.00	0.29970	0.025600	11707	10629	0.028300	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1413.0	10843	-0.093282	754.49	10843							
919.41	300.00	0.30060	0.027900	10774	10406	0.028800	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1414.0	10812	-0.095822	756.47	10812							
921.40	300.00	0.30120	0.027800	10835	11077	0.027100	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1415.0	10824	-0.094798	758.46	10824							
923.39	300.00	0.29960	0.026500	11306	12540	0.023900	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1416.0	10809	-0.096103	760.45	10809							
925.38	300.00	0.29940	0.026800	11172	10007	0.029900	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1417.0	10794	-0.097302	762.44	10794							
927.36	300.00	0.30060	0.027700	10852	11313	0.026500	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1418.0	10819	-0.095244	764.42	10819							
929.35	300.00	0.30100	0.027600	10906	10865	0.027500	0.29880	0.0100000	60.000	100.00	10.000	1.0000	1419.0	10837	-0.093752	766.41	10837							
931.34	300.00	0.29970	0.029800	10057	10516	0.028500	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1420.0	10858	-0.091956	768.40	10858							
933.33	300.00	0.29920	0.025600	11688	10507	0.028600	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1421.0	10849	-0.092707	770.39	10849							
935.31	300.00	0.29980	0.028100	10669	10820	0.027800	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1422.0	10828	-0.094476	772.37	10828							
937.30	300.00	0.30080	0.029500	10197	10363	0.028900	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1423.0	10845	-0.093100	774.36	10845							
939.29	300.00	0.30110	0.027300	11029	10690	0.028100	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1424.0	10892	-0.089122	776.35	10892							
941.28	300.00	0.30050	0.025500	11784	10624	0.028200	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1425.0	10901	-0.088432	778.34	10901							
943.26	300.00	0.30050	0.027000	11130	10874	0.027700	0.30120	0.0100000	60.000	100.00	10.000	1.0000	1426.0	10909	-0.087708	780.32	10909							
