Model,DPO3034
Firmware Version,2.16

Point Format,Y,,
3.1640000e-07,0.216,0.154,0.084
3.1680000e-07,0.218,0.152,0.082
3.1720000e-07,0.216,0.15,0.08
3.1760000e-07,0.214,0.148,0.082
3.1800000e-07,0.212,0.15,0.082
3.1840000e-07,0.212,0.15,0.084
3.1880000e-07,0.208,0.144,0.084
3.1920000e-07,0.208,0.146,0.082
3.1960000e-07,0.206,0.142,0.084
3.2000000e-07,0.202,0.146,0.084
3.2040000e-07,0.198,0.146,0.084
3.2080000e-07,0.2,0.146,0.084
3.2120000e-07,0.202,0.148,0.084
3.2160000e-07,0.204,0.15,0.084
3.2200000e-07,0.206,0.152,0.08
3.2240000e-07,0.208,0.152,0.08
3.2280000e-07,0.208,0.154,0.084
3.2320000e-07,0.208,0.158,0.086
3.2360000e-07,0.212,0.156,0.082
3.2400000e-07,0.21,0.156,0.082
3.2440000e-07,0.21,0.158,0.086
3.2480000e-07,0.214,0.16,0.084
3.2520000e-07,0.216,0.158,0.084
3.2560000e-07,0.214,0.16,0.084
3.2600000e-07,0.214,0.16,0.08
3.2640000e-07,0.216,0.16,0.082
3.2680000e-07,0.216,0.156,0.082
3.2720000e-07,0.216,0.154,0.082
3.2760000e-07,0.216,0.15,0.082
3.2800000e-07,0.214,0.15,0.082
3.2840000e-07,0.216,0.15,0.084
3.2880000e-07,0.214,0.148,0.084
3.2920000e-07,0.208,0.146,0.084
3.2960000e-07,0.21,0.146,0.084
3.3000000e-07,0.206,0.146,0.086
3.3040000e-07,0.206,0.146,0.088
3.3080000e-07,0.208,0.146,0.084
3.3120000e-07,0.206,0.148,0.084
3.3160000e-07,0.206,0.15,0.084
3.3200000e-07,0.206,0.144,0.084
3.3240000e-07,0.202,0.146,0.084
3.3280000e-07,0.204,0.148,0.086
3.3320000e-07,0.202,0.154,0.082
3.3360000e-07,0.202,0.154,0.08
3.3400000e-07,0.202,0.154,0.082
3.3440000e-07,0.206,0.16,0.082
3.3480000e-07,0.204,0.158,0.084
3.3520000e-07,0.21,0.164,0.086
3.3560000e-07,0.212,0.166,0.082
3.3600000e-07,0.212,0.164,0.08
3.3640000e-07,0.212,0.16,0.086
3.3680000e-07,0.214,0.162,0.086
3.3720000e-07,0.214,0.16,0.084
3.3760000e-07,0.21,0.158,0.086
3.3800000e-07,0.208,0.158,0.088
3.3840000e-07,0.21,0.154,0.086
3.3880000e-07,0.208,0.154,0.084
3.3920000e-07,0.208,0.15,0.084
3.3960000e-07,0.204,0.15,0.084
3.4000000e-07,0.202,0.152,0.084
3.4040000e-07,0.202,0.15,0.084
3.4080000e-07,0.206,0.15,0.084
3.4120000e-07,0.204,0.148,0.086
3.4160000e-07,0.204,0.148,0.082
3.4200000e-07,0.198,0.148,0.086
3.4240000e-07,0.2,0.146,0.084
3.4280000e-07,0.204,0.15,0.084
3.4320000e-07,0.204,0.152,0.082
3.4360000e-07,0.206,0.156,0.08
3.4400000e-07,0.204,0.154,0.082
3.4440000e-07,0.204,0.158,0.08
3.4480000e-07,0.204,0.16,0.082
3.4520000e-07,0.208,0.164,0.084
3.4560000e-07,0.208,0.162,0.084
3.4600000e-07,0.21,0.166,0.082
3.4640000e-07,0.212,0.162,0.084
3.4680000e-07,0.212,0.164,0.082
3.4720000e-07,0.21,0.16,0.084
3.4760000e-07,0.212,0.162,0.084
3.4800000e-07,0.21,0.162,0.084
3.4840000e-07,0.212,0.16,0.084
3.4880000e-07,0.212,0.154,0.084
3.4920000e-07,0.208,0.156,0.082
3.4960000e-07,0.21,0.154,0.084
3.5000000e-07,0.208,0.15,0.08
3.5040000e-07,0.208,0.15,0.086
3.5080000e-07,0.21,0.152,0.086
3.5120000e-07,0.208,0.146,0.084
3.5160000e-07,0.208,0.146,0.082
3.5200000e-07,0.206,0.146,0.08
3.5240000e-07,0.206,0.15,0.084
3.5280000e-07,0.206,0.148,0.086
3.5320000e-07,0.206,0.15,0.086
3.5360000e-07,0.208,0.152,0.084
3.5400000e-07,0.208,0.154,0.086
3.5440000e-07,0.208,0.156,0.088
3.5480000e-07,0.21,0.16,0.086
3.5520000e-07,0.214,0.16,0.082
3.5560000e-07,0.214,0.16,0.084
3.5600000e-07,0.214,0.16,0.082
3.5640000e-07,0.214,0.16,0.086
3.5680000e-07,0.216,0.164,0.082
3.5720000e-07,0.216,0.162,0.084
3.5760000e-07,0.212,0.164,0.086
3.5800000e-07,0.216,0.164,0.086
3.5840000e-07,0.212,0.16,0.088
3.5880000e-07,0.21,0.158,0.088
3.5920000e-07,0.208,0.158,0.086
3.5960000e-07,0.208,0.158,0.084
3.6000000e-07,0.208,0.154,0.088
3.6040000e-07,0.21,0.152,0.09
3.6080000e-07,0.21,0.152,0.09
3.6120000e-07,0.206,0.148,0.092
3.6160000e-07,0.206,0.152,0.092
3.6200000e-07,0.206,0.148,0.09
3.6240000e-07,0.21,0.15,0.09
3.6280000e-07,0.206,0.148,0.088
3.6320000e-07,0.204,0.152,0.092
3.6360000e-07,0.206,0.158,0.088
3.6400000e-07,0.204,0.156,0.088
3.6440000e-07,0.206,0.154,0.088
3.6480000e-07,0.208,0.16,0.088
3.6520000e-07,0.208,0.16,0.09
3.6560000e-07,0.21,0.158,0.092
3.6600000e-07,0.208,0.158,0.09
3.6640000e-07,0.208,0.156,0.09
3.6680000e-07,0.206,0.16,0.09
3.6720000e-07,0.212,0.162,0.094
3.6760000e-07,0.21,0.16,0.092
3.6800000e-07,0.208,0.16,0.09
3.6840000e-07,0.208,0.158,0.094
3.6880000e-07,0.208,0.16,0.094
3.6920000e-07,0.208,0.158,0.092
3.6960000e-07,0.206,0.158,0.094
3.7000000e-07,0.202,0.156,0.094
3.7040000e-07,0.204,0.152,0.096
3.7080000e-07,0.206,0.15,0.096
3.7120000e-07,0.206,0.146,0.096
3.7160000e-07,0.206,0.148,0.094
3.7200000e-07,0.206,0.152,0.094
3.7240000e-07,0.202,0.152,0.096
3.7280000e-07,0.204,0.154,0.098
3.7320000e-07,0.204,0.156,0.096
3.7360000e-07,0.208,0.158,0.096
3.7400000e-07,0.208,0.156,0.098
3.7440000e-07,0.206,0.154,0.096
3.7480000e-07,0.21,0.158,0.094
3.7520000e-07,0.212,0.156,0.1
3.7560000e-07,0.212,0.16,0.096
3.7600000e-07,0.208,0.162,0.096
3.7640000e-07,0.21,0.162,0.094
3.7680000e-07,0.212,0.162,0.094
3.7720000e-07,0.212,0.16,0.096
3.7760000e-07,0.212,0.16,0.096
3.7800000e-07,0.21,0.16,0.098
3.7840000e-07,0.21,0.162,0.098
3.7880000e-07,0.21,0.162,0.096
3.7920000e-07,0.206,0.158,0.096
3.7960000e-07,0.206,0.156,0.098
3.8000000e-07,0.206,0.156,0.098
3.8040000e-07,0.208,0.156,0.102
3.8080000e-07,0.206,0.156,0.1
3.8120000e-07,0.208,0.154,0.102
3.8160000e-07,0.206,0.156,0.098
3.8200000e-07,0.202,0.156,0.1
3.8240000e-07,0.206,0.158,0.102
3.8280000e-07,0.208,0.162,0.102
3.8320000e-07,0.21,0.16,0.1
3.8360000e-07,0.21,0.16,0.098
3.8400000e-07,0.214,0.16,0.098
3.8440000e-07,0.214,0.16,0.1
3.8480000e-07,0.214,0.162,0.096
3.8520000e-07,0.214,0.164,0.1
3.8560000e-07,0.214,0.164,0.1
3.8600000e-07,0.214,0.164,0.102
3.8640000e-07,0.216,0.164,0.102
3.8680000e-07,0.214,0.164,0.102
3.8720000e-07,0.216,0.166,0.1
3.8760000e-07,0.212,0.166,0.102
3.8800000e-07,0.212,0.162,0.102
3.8840000e-07,0.212,0.164,0.1
3.8880000e-07,0.21,0.162,0.102
3.8920000e-07,0.212,0.16,0.104
3.8960000e-07,0.212,0.16,0.098
3.9000000e-07,0.21,0.158,0.1
3.9040000e-07,0.21,0.16,0.102
3.9080000e-07,0.21,0.16,0.102
3.9120000e-07,0.212,0.164,0.1
3.9160000e-07,0.208,0.16,0.104
3.9200000e-07,0.21,0.162,0.102
3.9240000e-07,0.212,0.162,0.102
3.9280000e-07,0.214,0.162,0.102
3.9320000e-07,0.208,0.166,0.102
3.9360000e-07,0.21,0.162,0.102
3.9400000e-07,0.212,0.16,0.106
3.9440000e-07,0.212,0.164,0.102
3.9480000e-07,0.214,0.166,0.102
3.9520000e-07,0.218,0.166,0.102
3.9560000e-07,0.216,0.17,0.102
3.9600000e-07,0.218,0.168,0.104
3.9640000e-07,0.214,0.168,0.104
3.9680000e-07,0.218,0.17,0.102
3.9720000e-07,0.214,0.17,0.102
3.9760000e-07,0.212,0.168,0.106
3.9800000e-07,0.218,0.166,0.1
3.9840000e-07,0.214,0.164,0.102
3.9880000e-07,0.212,0.164,0.102
3.9920000e-07,0.212,0.166,0.102
3.9960000e-07,0.21,0.162,0.102
4.0000000e-07,0.21,0.162,0.102
4.0040000e-07,0.21,0.164,0.1
4.0080000e-07,0.21,0.164,0.1
4.0120000e-07,0.21,0.164,0.102
4.0160000e-07,0.206,0.162,0.104
4.0200000e-07,0.206,0.162,0.104
4.0240000e-07,0.21,0.164,0.1
4.0280000e-07,0.208,0.162,0.1
4.0320000e-07,0.208,0.164,0.102
4.0360000e-07,0.206,0.164,0.102
4.0400000e-07,0.206,0.166,0.098
4.0440000e-07,0.208,0.168,0.102
4.0480000e-07,0.21,0.17,0.1
4.0520000e-07,0.212,0.168,0.102
4.0560000e-07,0.214,0.168,0.102
4.0600000e-07,0.21,0.172,0.104
4.0640000e-07,0.212,0.172,0.102
4.0680000e-07,0.214,0.168,0.102
4.0720000e-07,0.21,0.166,0.102
4.0760000e-07,0.212,0.168,0.1
4.0800000e-07,0.212,0.164,0.098
4.0840000e-07,0.212,0.164,0.1
4.0880000e-07,0.21,0.162,0.098
4.0920000e-07,0.214,0.166,0.102
4.0960000e-07,0.21,0.164,0.102
4.1000000e-07,0.21,0.162,0.104
4.1040000e-07,0.21,0.164,0.1
4.1080000e-07,0.21,0.162,0.096
4.1120000e-07,0.208,0.16,0.1
4.1160000e-07,0.206,0.162,0.104
4.1200000e-07,0.206,0.164,0.1
4.1240000e-07,0.208,0.164,0.102
4.1280000e-07,0.212,0.16,0.102
4.1320000e-07,0.208,0.164,0.102
4.1360000e-07,0.208,0.164,0.098
4.1400000e-07,0.208,0.166,0.098
4.1440000e-07,0.21,0.166,0.1
4.1480000e-07,0.21,0.17,0.1
4.1520000e-07,0.212,0.17,0.1
4.1560000e-07,0.214,0.17,0.1
4.1600000e-07,0.212,0.17,0.098
4.1640000e-07,0.214,0.172,0.1
4.1680000e-07,0.214,0.172,0.1
4.1720000e-07,0.216,0.166,0.096
4.1760000e-07,0.214,0.166,0.1
4.1800000e-07,0.214,0.168,0.1
4.1840000e-07,0.214,0.166,0.102
4.1880000e-07,0.212,0.162,0.1
4.1920000e-07,0.214,0.164,0.1
4.1960000e-07,0.218,0.162,0.1
4.2000000e-07,0.212,0.164,0.102
4.2040000e-07,0.21,0.16,0.1
4.2080000e-07,0.21,0.164,0.1
4.2120000e-07,0.21,0.16,0.102
4.2160000e-07,0.21,0.162,0.1
4.2200000e-07,0.21,0.162,0.1
4.2240000e-07,0.214,0.164,0.102
4.2280000e-07,0.212,0.158,0.1
4.2320000e-07,0.21,0.16,0.102
4.2360000e-07,0.206,0.16,0.1
4.2400000e-07,0.208,0.158,0.1
4.2440000e-07,0.206,0.16,0.102
4.2480000e-07,0.212,0.162,0.102
4.2520000e-07,0.21,0.162,0.1
4.2560000e-07,0.208,0.166,0.1
4.2600000e-07,0.212,0.166,0.1
4.2640000e-07,0.216,0.166,0.1
4.2680000e-07,0.214,0.164,0.098
4.2720000e-07,0.216,0.166,0.1
4.2760000e-07,0.218,0.166,0.102
4.2800000e-07,0.216,0.164,0.1
4.2840000e-07,0.212,0.166,0.098
4.2880000e-07,0.212,0.164,0.096
4.2920000e-07,0.216,0.166,0.098
4.2960000e-07,0.216,0.164,0.098
4.3000000e-07,0.21,0.164,0.098
4.3040000e-07,0.21,0.162,0.1
4.3080000e-07,0.212,0.162,0.1
4.3120000e-07,0.212,0.16,0.096
4.3160000e-07,0.216,0.16,0.1
4.3200000e-07,0.212,0.156,0.1
4.3240000e-07,0.212,0.158,0.098
4.3280000e-07,0.214,0.156,0.1
4.3320000e-07,0.21,0.158,0.098
4.3360000e-07,0.212,0.158,0.096
4.3400000e-07,0.212,0.158,0.098
4.3440000e-07,0.212,0.158,0.098
4.3480000e-07,0.214,0.16,0.1
4.3520000e-07,0.214,0.16,0.102
4.3560000e-07,0.216,0.162,0.1
4.3600000e-07,0.214,0.166,0.096
4.3640000e-07,0.214,0.164,0.094
4.3680000e-07,0.214,0.162,0.094
4.3720000e-07,0.218,0.162,0.098
4.3760000e-07,0.214,0.164,0.096
4.3800000e-07,0.21,0.164,0.096
4.3840000e-07,0.214,0.164,0.096
4.3880000e-07,0.212,0.164,0.096
4.3920000e-07,0.21,0.16,0.098
4.3960000e-07,0.212,0.164,0.098
4.4000000e-07,0.212,0.16,0.098
4.4040000e-07,0.212,0.16,0.096
4.4080000e-07,0.208,0.162,0.098
4.4120000e-07,0.208,0.156,0.1
4.4160000e-07,0.208,0.158,0.096
4.4200000e-07,0.21,0.156,0.098
4.4240000e-07,0.21,0.156,0.098
4.4280000e-07,0.21,0.154,0.096
4.4320000e-07,0.21,0.158,0.096
4.4360000e-07,0.208,0.156,0.096
4.4400000e-07,0.208,0.158,0.096
4.4440000e-07,0.208,0.158,0.094
4.4480000e-07,0.21,0.16,0.096
4.4520000e-07,0.214,0.158,0.096
4.4560000e-07,0.216,0.158,0.096
4.4600000e-07,0.216,0.158,0.098
4.4640000e-07,0.218,0.158,0.096
4.4680000e-07,0.212,0.16,0.098
4.4720000e-07,0.218,0.16,0.094
4.4760000e-07,0.212,0.158,0.094
4.4800000e-07,0.21,0.16,0.094
4.4840000e-07,0.212,0.16,0.094
4.4880000e-07,0.212,0.162,0.094
4.4920000e-07,0.212,0.164,0.094
4.4960000e-07,0.214,0.164,0.094
4.5000000e-07,0.212,0.164,0.094
4.5040000e-07,0.212,0.16,0.094
4.5080000e-07,0.212,0.16,0.092
4.5120000e-07,0.214,0.16,0.094
4.5160000e-07,0.212,0.156,0.092
4.5200000e-07,0.212,0.156,0.096
4.5240000e-07,0.21,0.156,0.092
4.5280000e-07,0.21,0.16,0.094
4.5320000e-07,0.21,0.158,0.094
4.5360000e-07,0.212,0.158,0.094
4.5400000e-07,0.212,0.158,0.094
4.5440000e-07,0.212,0.158,0.094
4.5480000e-07,0.214,0.156,0.094
4.5520000e-07,0.214,0.154,0.094
4.5560000e-07,0.212,0.154,0.09
4.5600000e-07,0.212,0.156,0.09
4.5640000e-07,0.21,0.156,0.092
4.5680000e-07,0.212,0.156,0.094
4.5720000e-07,0.21,0.154,0.092
4.5760000e-07,0.212,0.156,0.09
4.5800000e-07,0.21,0.162,0.09
4.5840000e-07,0.21,0.16,0.09
4.5880000e-07,0.212,0.16,0.092
4.5920000e-07,0.212,0.16,0.09
4.5960000e-07,0.21,0.16,0.092
4.6000000e-07,0.208,0.162,0.092
4.6040000e-07,0.212,0.16,0.094
4.6080000e-07,0.208,0.16,0.092
4.6120000e-07,0.208,0.16,0.092
4.6160000e-07,0.208,0.16,0.09
4.6200000e-07,0.212,0.16,0.09
4.6240000e-07,0.208,0.158,0.09
4.6280000e-07,0.21,0.156,0.09
4.6320000e-07,0.21,0.158,0.092
4.6360000e-07,0.212,0.156,0.092
4.6400000e-07,0.212,0.154,0.094
4.6440000e-07,0.21,0.152,0.09
4.6480000e-07,0.21,0.154,0.09
4.6520000e-07,0.212,0.156,0.092
4.6560000e-07,0.212,0.156,0.09
4.6600000e-07,0.21,0.154,0.09
4.6640000e-07,0.21,0.158,0.086
4.6680000e-07,0.208,0.154,0.09
4.6720000e-07,0.214,0.154,0.092
4.6760000e-07,0.214,0.16,0.088
4.6800000e-07,0.212,0.158,0.088
4.6840000e-07,0.214,0.158,0.088
4.6880000e-07,0.212,0.158,0.09
4.6920000e-07,0.212,0.16,0.09
4.6960000e-07,0.21,0.16,0.088
4.7000000e-07,0.208,0.164,0.088
4.7040000e-07,0.21,0.162,0.086
4.7080000e-07,0.208,0.16,0.086
4.7120000e-07,0.208,0.158,0.088
4.7160000e-07,0.206,0.154,0.09
4.7200000e-07,0.206,0.158,0.09
4.7240000e-07,0.208,0.154,0.088
4.7280000e-07,0.208,0.156,0.088
4.7320000e-07,0.208,0.154,0.088
4.7360000e-07,0.212,0.154,0.086
4.7400000e-07,0.212,0.152,0.086
4.7440000e-07,0.21,0.154,0.088
4.7480000e-07,0.208,0.154,0.088
4.7520000e-07,0.212,0.154,0.084
4.7560000e-07,0.212,0.154,0.086
4.7600000e-07,0.216,0.152,0.09
4.7640000e-07,0.214,0.152,0.09
4.7680000e-07,0.214,0.152,0.086
4.7720000e-07,0.216,0.154,0.088
4.7760000e-07,0.214,0.156,0.088
4.7800000e-07,0.214,0.15,0.088
4.7840000e-07,0.214,0.156,0.088
4.7880000e-07,0.214,0.156,0.086
4.7920000e-07,0.212,0.152,0.086
4.7960000e-07,0.21,0.156,0.088
4.8000000e-07,0.206,0.154,0.088
4.8040000e-07,0.206,0.158,0.084
4.8080000e-07,0.208,0.16,0.086
4.8120000e-07,0.206,0.16,0.084
4.8160000e-07,0.204,0.156,0.086
4.8200000e-07,0.202,0.154,0.09
4.8240000e-07,0.206,0.154,0.09
4.8280000e-07,0.206,0.154,0.088
4.8320000e-07,0.208,0.154,0.086
4.8360000e-07,0.21,0.154,0.088
4.8400000e-07,0.21,0.156,0.084
4.8440000e-07,0.212,0.152,0.086
4.8480000e-07,0.212,0.154,0.086
4.8520000e-07,0.208,0.152,0.086
4.8560000e-07,0.21,0.152,0.086
4.8600000e-07,0.21,0.154,0.086
4.8640000e-07,0.212,0.152,0.086
4.8680000e-07,0.214,0.154,0.086
4.8720000e-07,0.214,0.154,0.086
4.8760000e-07,0.212,0.152,0.09
4.8800000e-07,0.212,0.154,0.086
4.8840000e-07,0.212,0.156,0.084
4.8880000e-07,0.212,0.156,0.09
4.8920000e-07,0.208,0.156,0.086
4.8960000e-07,0.208,0.156,0.088
4.9000000e-07,0.208,0.16,0.086
4.9040000e-07,0.206,0.158,0.086
4.9080000e-07,0.206,0.154,0.086
4.9120000e-07,0.204,0.154,0.082
4.9160000e-07,0.204,0.152,0.084
4.9200000e-07,0.208,0.154,0.084
4.9240000e-07,0.208,0.152,0.086
4.9280000e-07,0.21,0.152,0.086
4.9320000e-07,0.208,0.148,0.088
4.9360000e-07,0.21,0.15,0.086
4.9400000e-07,0.21,0.15,0.084
4.9440000e-07,0.208,0.154,0.084
4.9480000e-07,0.212,0.152,0.082
4.9520000e-07,0.214,0.154,0.086
4.9560000e-07,0.216,0.152,0.086
4.9600000e-07,0.218,0.152,0.084
4.9640000e-07,0.212,0.15,0.08
4.9680000e-07,0.214,0.152,0.082
4.9720000e-07,0.214,0.154,0.084
4.9760000e-07,0.218,0.156,0.08
4.9800000e-07,0.212,0.154,0.08
4.9840000e-07,0.212,0.156,0.08
4.9880000e-07,0.208,0.156,0.084
4.9920000e-07,0.21,0.154,0.084
4.9960000e-07,0.208,0.154,0.084
5.0000000e-07,0.206,0.156,0.088
5.0040000e-07,0.206,0.156,0.086
5.0080000e-07,0.208,0.156,0.08
5.0120000e-07,0.206,0.154,0.082
5.0160000e-07,0.208,0.154,0.082
5.0200000e-07,0.204,0.156,0.082
5.0240000e-07,0.21,0.154,0.082
5.0280000e-07,0.208,0.152,0.08
5.0320000e-07,0.206,0.152,0.08
5.0360000e-07,0.208,0.152,0.082
5.0400000e-07,0.212,0.154,0.08
5.0440000e-07,0.212,0.152,0.08
5.0480000e-07,0.212,0.152,0.082
5.0520000e-07,0.214,0.152,0.078
5.0560000e-07,0.214,0.152,0.08
5.0600000e-07,0.218,0.154,0.082
5.0640000e-07,0.218,0.154,0.08
5.0680000e-07,0.216,0.15,0.08
5.0720000e-07,0.212,0.152,0.078
5.0760000e-07,0.212,0.152,0.08
5.0800000e-07,0.212,0.15,0.076
5.0840000e-07,0.212,0.152,0.08
5.0880000e-07,0.21,0.156,0.08
5.0920000e-07,0.208,0.156,0.08
5.0960000e-07,0.206,0.154,0.08
5.1000000e-07,0.202,0.154,0.078
5.1040000e-07,0.206,0.156,0.078
5.1080000e-07,0.204,0.152,0.078
5.1120000e-07,0.204,0.154,0.078
5.1160000e-07,0.206,0.152,0.076
5.1200000e-07,0.204,0.152,0.078
5.1240000e-07,0.202,0.15,0.078
5.1280000e-07,0.206,0.15,0.08
5.1320000e-07,0.208,0.152,0.08
5.1360000e-07,0.206,0.15,0.076
5.1400000e-07,0.21,0.15,0.08
5.1440000e-07,0.21,0.152,0.082
5.1480000e-07,0.212,0.154,0.078
5.1520000e-07,0.212,0.152,0.076
5.1560000e-07,0.212,0.152,0.076
5.1600000e-07,0.212,0.152,0.076
5.1640000e-07,0.214,0.152,0.076
5.1680000e-07,0.212,0.15,0.078
5.1720000e-07,0.212,0.15,0.078
5.1760000e-07,0.214,0.152,0.078
5.1800000e-07,0.214,0.152,0.076
5.1840000e-07,0.208,0.152,0.078
5.1880000e-07,0.208,0.15,0.078
5.1920000e-07,0.206,0.154,0.08
5.1960000e-07,0.204,0.154,0.078
5.2000000e-07,0.202,0.152,0.078
5.2040000e-07,0.208,0.15,0.078
5.2080000e-07,0.206,0.15,0.08
5.2120000e-07,0.204,0.15,0.076
5.2160000e-07,0.202,0.152,0.076
5.2200000e-07,0.206,0.152,0.074
5.2240000e-07,0.208,0.152,0.074
5.2280000e-07,0.208,0.152,0.074
5.2320000e-07,0.208,0.156,0.074
5.2360000e-07,0.204,0.156,0.078
5.2400000e-07,0.208,0.152,0.078
5.2440000e-07,0.212,0.154,0.078
5.2480000e-07,0.214,0.152,0.076
5.2520000e-07,0.216,0.15,0.078
5.2560000e-07,0.212,0.152,0.076
5.2600000e-07,0.214,0.152,0.076
5.2640000e-07,0.218,0.15,0.08
5.2680000e-07,0.218,0.15,0.08
5.2720000e-07,0.214,0.15,0.078
5.2760000e-07,0.208,0.146,0.074
5.2800000e-07,0.21,0.148,0.074
5.2840000e-07,0.208,0.15,0.078
5.2880000e-07,0.208,0.148,0.08
5.2920000e-07,0.204,0.148,0.078
5.2960000e-07,0.206,0.148,0.072
5.3000000e-07,0.202,0.146,0.076
5.3040000e-07,0.204,0.15,0.076
5.3080000e-07,0.202,0.15,0.076
5.3120000e-07,0.202,0.152,0.076
5.3160000e-07,0.202,0.152,0.074
5.3200000e-07,0.202,0.154,0.076
5.3240000e-07,0.202,0.15,0.076
5.3280000e-07,0.204,0.154,0.076
5.3320000e-07,0.206,0.154,0.074
5.3360000e-07,0.208,0.154,0.074
5.3400000e-07,0.208,0.156,0.078
5.3440000e-07,0.21,0.154,0.076
5.3480000e-07,0.212,0.152,0.074
5.3520000e-07,0.212,0.152,0.074
5.3560000e-07,0.212,0.15,0.074
5.3600000e-07,0.218,0.152,0.074
5.3640000e-07,0.214,0.152,0.074
5.3680000e-07,0.214,0.152,0.076
5.3720000e-07,0.214,0.15,0.074
5.3760000e-07,0.212,0.148,0.076
5.3800000e-07,0.212,0.146,0.074
5.3840000e-07,0.208,0.148,0.076
5.3880000e-07,0.206,0.148,0.078
5.3920000e-07,0.206,0.144,0.078
5.3960000e-07,0.204,0.148,0.078
5.4000000e-07,0.206,0.146,0.078
5.4040000e-07,0.202,0.148,0.08
5.4080000e-07,0.202,0.146,0.08
5.4120000e-07,0.2,0.146,0.08
5.4160000e-07,0.2,0.15,0.078
5.4200000e-07,0.2,0.15,0.076
5.4240000e-07,0.2,0.15,0.076
5.4280000e-07,0.206,0.15,0.076
5.4320000e-07,0.206,0.154,0.076
5.4360000e-07,0.206,0.154,0.076
5.4400000e-07,0.206,0.154,0.08
5.4440000e-07,0.208,0.154,0.078
5.4480000e-07,0.216,0.16,0.076
5.4520000e-07,0.212,0.158,0.076
5.4560000e-07,0.212,0.154,0.078
5.4600000e-07,0.212,0.154,0.078
5.4640000e-07,0.216,0.152,0.08
5.4680000e-07,0.214,0.152,0.08
5.4720000e-07,0.216,0.152,0.08
5.4760000e-07,0.212,0.15,0.08
5.4800000e-07,0.214,0.146,0.084
5.4840000e-07,0.212,0.144,0.08
5.4880000e-07,0.21,0.14,0.08
5.4920000e-07,0.206,0.142,0.08
5.4960000e-07,0.208,0.142,0.082
5.5000000e-07,0.204,0.144,0.08
5.5040000e-07,0.206,0.144,0.082
5.5080000e-07,0.202,0.144,0.082
5.5120000e-07,0.202,0.148,0.084
5.5160000e-07,0.202,0.15,0.082
5.5200000e-07,0.2,0.154,0.08
5.5240000e-07,0.204,0.154,0.082
5.5280000e-07,0.204,0.154,0.082
5.5320000e-07,0.204,0.154,0.08
5.5360000e-07,0.206,0.158,0.084
5.5400000e-07,0.208,0.16,0.08
5.5440000e-07,0.212,0.16,0.082
5.5480000e-07,0.212,0.158,0.082
5.5520000e-07,0.212,0.158,0.08
5.5560000e-07,0.214,0.156,0.08
5.5600000e-07,0.216,0.16,0.084
5.5640000e-07,0.214,0.156,0.08
5.5680000e-07,0.214,0.154,0.082
5.5720000e-07,0.214,0.156,0.086
5.5760000e-07,0.214,0.152,0.084
5.5800000e-07,0.21,0.15,0.082
5.5840000e-07,0.212,0.146,0.08
5.5880000e-07,0.208,0.142,0.084
5.5920000e-07,0.208,0.144,0.084
5.5960000e-07,0.206,0.146,0.086
5.6000000e-07,0.206,0.148,0.09
5.6040000e-07,0.206,0.146,0.086
5.6080000e-07,0.208,0.146,0.086
5.6120000e-07,0.206,0.148,0.084
5.6160000e-07,0.204,0.148,0.084
5.6200000e-07,0.202,0.154,0.088
5.6240000e-07,0.206,0.154,0.09
5.6280000e-07,0.208,0.158,0.088
5.6320000e-07,0.204,0.16,0.084
5.6360000e-07,0.208,0.164,0.088
5.6400000e-07,0.208,0.164,0.088
5.6440000e-07,0.21,0.162,0.088
5.6480000e-07,0.212,0.162,0.084
5.6520000e-07,0.21,0.16,0.086
5.6560000e-07,0.21,0.162,0.082
5.6600000e-07,0.212,0.162,0.084
5.6640000e-07,0.212,0.162,0.086
5.6680000e-07,0.214,0.16,0.084
5.6720000e-07,0.214,0.156,0.084
5.6760000e-07,0.21,0.154,0.084
5.6800000e-07,0.212,0.152,0.084
5.6840000e-07,0.212,0.15,0.086
5.6880000e-07,0.21,0.148,0.086
5.6920000e-07,0.21,0.148,0.086
5.6960000e-07,0.21,0.144,0.088
5.7000000e-07,0.208,0.144,0.088
5.7040000e-07,0.208,0.146,0.086
5.7080000e-07,0.208,0.148,0.086
5.7120000e-07,0.204,0.15,0.088
5.7160000e-07,0.206,0.152,0.088
5.7200000e-07,0.204,0.152,0.088
5.7240000e-07,0.206,0.156,0.084
5.7280000e-07,0.206,0.16,0.086
5.7320000e-07,0.206,0.162,0.09
5.7360000e-07,0.206,0.164,0.09
5.7400000e-07,0.206,0.164,0.086
5.7440000e-07,0.21,0.166,0.086
5.7480000e-07,0.208,0.166,0.086
5.7520000e-07,0.21,0.168,0.09
5.7560000e-07,0.21,0.164,0.09
5.7600000e-07,0.21,0.164,0.086
5.7640000e-07,0.208,0.164,0.088
5.7680000e-07,0.212,0.164,0.09
5.7720000e-07,0.212,0.16,0.09
5.7760000e-07,0.212,0.158,0.09
5.7800000e-07,0.21,0.156,0.088
5.7840000e-07,0.21,0.154,0.092
5.7880000e-07,0.21,0.152,0.092
5.7920000e-07,0.208,0.15,0.092
5.7960000e-07,0.208,0.152,0.09
5.8000000e-07,0.206,0.15,0.09
5.8040000e-07,0.208,0.15,0.088
5.8080000e-07,0.206,0.15,0.088
5.8120000e-07,0.208,0.152,0.094
5.8160000e-07,0.208,0.152,0.09
5.8200000e-07,0.206,0.158,0.09
