Tiempo (s),Setpoint (K),Sensor 1 (K),Sensor 2 (K),dT/dt 1 (K/min),dT/dt 2 (K/Min),Potencia (W),Voltaje A (V),Voltaje B (V),Corriente (A),Resistencia A (Ohm),Resistencia B (Ohm)
3715.0800781,320.0000000,320.0020000,23.9440000,-3.7352985,-0.0905527,1.5000000,1.0001000,0.0010840,NaN,922.6014760,NaN
3716.3984375,320.0000000,320.0180000,23.9410000,-3.3690700,-0.0682920,1.5000000,1.0001100,0.0010840,NaN,922.6021900,NaN
3717.7080078,320.0000000,320.0120000,23.9520000,-2.6159200,0.4321955,1.5000000,1.0001000,0.0010831,NaN,923.3766354,NaN
3719.0332031,320.0000000,320.0130000,24.0270000,0.1826533,0.2283166,1.5000000,1.0001000,0.0010822,NaN,924.1787183,NaN
3720.3554687,320.0000000,319.9950000,23.9440000,1.9584285,-0.1138621,2.0000000,1.0001000,0.0010827,NaN,923.7263088,NaN
3721.6835937,320.0000000,320.0020000,24.0240000,-0.1813058,-0.3852748,1.5000000,1.0001000,0.0010831,NaN,923.3851608,NaN
3723.0019531,320.0000000,320.0020000,24.1550000,-0.0679145,-0.2490199,1.5000000,1.0000900,0.0010838,NaN,922.7284470,NaN
3724.3193359,320.0000000,319.9890000,24.1050000,4.7837048,0.1587011,2.0000000,1.0001000,0.0010826,NaN,923.8201687,NaN
3725.7343750,320.0000000,319.9970000,24.1350000,1.8438829,-0.2959318,2.0000000,1.0001000,0.0010834,NaN,923.1039034,NaN
3727.0527344,320.0000000,319.9990000,24.1640000,-0.4391708,-0.1097927,1.5000000,1.0001100,0.0010837,NaN,922.8320446,NaN
3728.3701172,320.0000000,320.0030000,24.1920000,1.2950911,0.2195070,1.5000000,1.0001100,0.0010829,NaN,923.5308241,NaN
3729.6884766,320.0000000,319.9970000,23.9380000,1.2975472,0.1365839,2.0000000,1.0001000,0.0010836,NaN,922.9761158,NaN
3731.0068359,320.0000000,319.9920000,24.0450000,-5.1446610,-0.0455280,2.0000000,1.0001000,0.0010831,NaN,923.3851608,NaN
3732.3271484,320.0000000,319.9910000,24.0740000,-3.3450667,-0.2503111,2.0000000,1.0000900,0.0010833,NaN,923.1969279,NaN
3733.6474609,320.0000000,319.9920000,23.9630000,3.0924648,-0.1364323,2.0000000,1.0001000,0.0010836,NaN,922.9250106,NaN
3734.9746094,320.0000000,320.0010000,24.0960000,-1.8631953,0.0000000,1.5000000,1.0001000,0.0010792,NaN,926.7307282,NaN
3736.2822266,320.0000000,319.9960000,24.0850000,0.4985909,0.2266322,1.5000000,1.0001000,0.0010836,NaN,922.9250106,NaN
3737.6054687,320.0000000,319.9950000,24.0800000,2.7782357,0.0910897,1.5000000,1.0000900,0.0010840,NaN,922.5837400,NaN
3738.9248047,320.0000000,319.9860000,24.0060000,-0.3648998,-0.1368374,2.0000000,1.0001000,0.0010823,NaN,924.0164828,NaN
3740.2812500,320.0000000,319.9920000,24.0050000,-1.7937029,-0.2270510,2.0000000,1.0001000,0.0010830,NaN,923.4704242,NaN
3741.7089844,320.0000000,319.9870000,23.9010000,-1.6817518,-0.0672701,2.0000000,1.0001000,0.0010843,NaN,922.3802409,NaN
3743.0214844,320.0000000,319.9950000,23.9540000,-2.2627850,0.0215503,1.5000000,1.0001000,0.0010809,NaN,925.2303593,NaN
3744.3349609,320.0000000,319.9970000,23.9060000,-1.1166928,0.0656878,1.5000000,1.0001000,0.0010841,NaN,922.4908452,NaN
3745.6611328,320.0000000,319.9940000,23.9750000,0.1142432,0.2284864,1.5000000,1.0001000,0.0010834,NaN,923.1124239,NaN
3746.9775391,320.0000000,319.9910000,23.9120000,0.4773363,-0.0227303,2.0000000,1.0001000,0.0010831,NaN,923.3851608,NaN
3748.2929687,320.0000000,319.9910000,23.8310000,0.1362306,-0.1362306,2.0000000,1.0000900,0.0010835,NaN,922.9754049,NaN
3749.6132812,320.0000000,319.9910000,23.8790000,-3.2828794,-0.0683933,2.0000000,1.0001000,0.0010834,NaN,923.1379861,NaN
3750.9316406,320.0000000,319.9860000,23.8520000,-0.7512116,0.0000000,2.0000000,1.0001000,0.0010831,NaN,923.3340104,NaN
3752.2490234,320.0000000,319.9920000,23.9700000,0.4775130,-0.1136936,1.5000000,1.0001000,0.0010837,NaN,922.8398479,NaN
3753.5781250,320.0000000,319.9870000,24.0030000,2.0715228,0.0227640,2.0000000,1.0001000,0.0010833,NaN,923.2232038,NaN
3754.8955078,320.0000000,319.9930000,24.0260000,3.4234096,0.0226716,1.5000000,1.0001000,0.0010829,NaN,923.5045340,NaN
3756.2177734,320.0000000,319.9980000,23.8400000,1.2696089,0.0226716,1.5000000,1.0001000,0.0010831,NaN,923.3766354,NaN
3757.6435547,320.0000000,319.9950000,23.7620000,-3.7050388,0.2500333,1.5000000,1.0001000,0.0010824,NaN,923.9908719,NaN
3758.9638672,320.0000000,319.9920000,23.8380000,-5.7640938,0.0436674,2.0000000,1.0001000,0.0010828,NaN,923.5983488,NaN
3760.2900391,320.0000000,319.9840000,23.8670000,-0.0436984,-0.1310953,2.0000000,1.0001000,0.0010837,NaN,922.8228173,NaN
3761.6103516,320.0000000,319.9900000,23.8960000,2.3805166,-0.2493875,2.0000000,1.0001100,0.0010832,NaN,923.2835738,NaN
3762.9296875,320.0000000,319.9990000,23.8000000,1.3149520,-0.0453432,1.5000000,1.1001200,0.0011989,NaN,917.6384232,NaN
3764.2509766,320.0000000,320.0020000,23.9610000,-1.5229301,0.3409545,1.5000000,1.1001200,0.0011989,NaN,917.6231149,NaN
3765.5722656,320.0000000,320.0010000,23.9920000,1.4769231,0.2726627,1.5000000,1.1001200,0.0011984,NaN,917.9600147,NaN
3766.9140625,320.0000000,320.0020000,24.0000000,4.3593792,0.0454102,1.5000000,1.1001200,0.0011981,NaN,918.2358440,NaN
3768.2324219,320.0000000,319.9980000,24.1300000,0.8786799,0.0000000,1.5000000,1.1001200,0.0011973,NaN,918.8110212,NaN
3769.5878906,320.0000000,319.9990000,24.0470000,3.1125991,-0.0676652,1.5000000,1.1001200,0.0011990,NaN,917.5465813,NaN
3770.9121094,320.0000000,320.0030000,23.9350000,1.0546676,-0.0673192,1.5000000,1.1001200,0.0012002,NaN,916.6368098,NaN
3772.2304687,320.0000000,320.0020000,23.7900000,-4.3661808,0.1119534,1.5000000,1.1001100,0.0011997,NaN,916.9952238,NaN
3773.6455078,320.0000000,320.0060000,23.8260000,-5.8352106,0.0681153,1.5000000,1.1001100,0.0011994,NaN,917.1863536,NaN
3774.9707031,320.0000000,320.0100000,23.8140000,-2.3926259,0.0658521,1.5000000,1.1001100,0.0011982,NaN,918.1661882,NaN
3776.2978516,320.0000000,320.0050000,23.8680000,0.5255025,0.1751675,1.5000000,1.1001100,0.0011979,NaN,918.3501402,NaN
3777.6123047,320.0000000,320.0070000,24.0770000,0.9501031,-0.0226215,1.5000000,1.1001000,0.0011959,NaN,919.9083520,NaN
3778.9365234,320.0000000,320.0050000,23.8920000,5.9736488,-0.0681405,1.5000000,1.1001100,0.0011981,NaN,918.2274973,NaN
3780.2500000,320.0000000,320.0050000,23.9550000,0.5457291,0.0000000,1.5000000,1.1001100,0.0011994,NaN,917.2245892,NaN
3781.5654297,320.0000000,320.0070000,23.9590000,-2.7751499,-0.0454943,1.5000000,1.1001100,0.0012006,NaN,916.3230799,NaN
3782.8828125,320.0000000,320.0130000,24.0200000,1.5291530,0.0456464,1.5000000,1.1001100,0.0011997,NaN,916.9875802,NaN
3784.2011719,320.0000000,320.0100000,23.9360000,1.4813056,0.1823145,1.5000000,1.1001100,0.0011994,NaN,917.1787069,NaN
3785.5175781,320.0000000,320.0080000,23.9720000,-0.5235717,0.0682920,1.5000000,1.1001100,0.0011997,NaN,916.9952238,NaN
3786.8359375,320.0000000,320.0040000,23.8200000,-1.0930764,-0.1138621,1.5000000,1.1001200,0.0011984,NaN,917.9829941,NaN
3788.1650391,320.0000000,320.0060000,23.7850000,-2.6416012,-0.1366345,1.5000000,1.1001300,0.0011974,NaN,918.7886785,NaN
3789.5771484,320.0000000,320.0090000,23.7940000,-4.2380229,-0.0453264,1.5000000,1.1001300,0.0012008,NaN,916.1489649,NaN
3790.8925781,320.0000000,320.0100000,23.8660000,-0.5690916,0.1094407,1.5000000,1.1001200,0.0011998,NaN,916.9347714,NaN
3792.2109375,320.0000000,320.0160000,23.8160000,1.7818260,0.0879914,1.5000000,1.1001200,0.0011997,NaN,916.9806288,NaN
3793.5361328,320.0000000,320.0120000,23.7240000,0.5011791,0.1594661,1.5000000,1.1001200,0.0012001,NaN,916.6673610,NaN
3794.8515625,320.0000000,320.0090000,23.7850000,-3.2229331,0.0453934,1.5000000,1.1001200,0.0011988,NaN,917.7149721,NaN
3796.1865234,320.0000000,320.0100000,23.9020000,-0.7043787,-0.1590533,1.5000000,1.1001100,0.0011994,NaN,917.2398843,NaN
3797.5019531,320.0000000,320.0020000,23.7870000,4.0295947,-0.0452763,2.0000000,1.1001100,0.0012001,NaN,916.6513907,NaN
3798.8505859,320.0000000,320.0020000,23.8080000,0.0452763,-0.1584672,2.0000000,1.1001100,0.0011995,NaN,917.1634138,NaN
3800.1699219,320.0000000,320.0100000,23.8130000,-2.1170674,-0.1801760,1.5000000,1.1001100,0.0011997,NaN,916.9952238,NaN
3801.5195312,320.0000000,320.0090000,23.8400000,0.5847145,0.1799122,1.5000000,1.1001200,0.0011979,NaN,918.3814874,NaN
3802.8359375,320.0000000,320.0130000,23.8600000,0.7193853,0.1573655,1.5000000,1.1001200,0.0011988,NaN,917.7073167,NaN
3804.1699219,320.0000000,320.0150000,23.8120000,1.0577582,0.0675165,1.5000000,1.1001100,0.0011985,NaN,917.9286924,NaN
3805.5937500,320.0000000,320.0140000,24.0130000,-0.6338688,0.1358290,1.5000000,1.1001100,0.0011970,NaN,919.0252623,NaN
3806.9140625,320.0000000,320.0080000,23.8870000,3.3287252,0.0217564,1.5000000,1.1001200,0.0011976,NaN,918.6345569,NaN
3808.2304687,320.0000000,320.0080000,23.8700000,1.6398577,-0.1530534,1.5000000,1.1001200,0.0012006,NaN,916.3161446,NaN
3809.5498047,320.0000000,320.0030000,23.8350000,-3.2540444,-0.1365333,2.0000000,1.1001100,0.0012005,NaN,916.3841431,NaN
3810.8671875,320.0000000,320.0070000,23.7260000,-1.1837273,-0.1138199,1.5000000,1.1001100,0.0012007,NaN,916.1933474,NaN
3812.1865234,320.0000000,320.0140000,23.7200000,-3.2768000,-0.0227556,1.5000000,1.1001200,0.0012014,NaN,915.7135960,NaN
3813.5048828,320.0000000,320.0100000,23.9110000,-2.6168889,0.2503111,1.5000000,1.1001200,0.0011999,NaN,916.8507113,NaN
3814.8222656,320.0000000,320.0120000,24.0340000,4.2082192,0.0682414,1.5000000,1.1001200,0.0011995,NaN,917.1717509,NaN
3816.1416016,320.0000000,320.0050000,24.0210000,7.1478918,-0.0455280,1.5000000,1.1001200,0.0011996,NaN,917.0570681,NaN
3817.4609375,320.0000000,320.0060000,24.0350000,2.5031111,-0.1137778,1.5000000,1.1001200,0.0011979,NaN,918.3431558,NaN
3818.7880859,320.0000000,320.0080000,23.9770000,0.0227387,-0.1364323,1.5000000,1.1001200,0.0012004,NaN,916.4840841,NaN
3820.1074219,320.0000000,320.0050000,23.9050000,-0.9975498,0.0680148,1.5000000,1.1001200,0.0011999,NaN,916.8736353,NaN
3821.5244141,320.0000000,320.0090000,23.8810000,-2.9473063,-0.0226716,1.5000000,1.1001200,0.0011997,NaN,916.9806288,NaN
3822.8466797,320.0000000,320.0150000,23.8540000,-2.1050107,0.0219272,1.5000000,1.1001100,0.0012002,NaN,916.6055657,NaN
3824.1660156,320.0000000,320.0110000,23.8610000,-1.1170909,0.2190374,1.5000000,1.1001100,0.0011985,NaN,917.9210333,NaN
3825.4814453,320.0000000,320.0100000,23.7100000,-0.4542699,0.0454270,1.5000000,1.1001200,0.0011984,NaN,917.9676744,NaN
3826.7998047,320.0000000,320.0040000,23.7600000,-3.2792291,-0.1138621,1.5000000,1.1001200,0.0011990,NaN,917.5083192,NaN
3828.1494141,320.0000000,320.0040000,23.7630000,-2.3008676,-0.1594661,1.5000000,1.1001200,0.0011988,NaN,917.6843510,NaN
3829.4746094,320.0000000,320.0040000,23.8640000,1.1919180,-0.1349341,1.5000000,1.1001200,0.0012000,NaN,916.7361088,NaN
3830.7919922,320.0000000,320.0060000,23.9040000,2.3328806,0.0000000,1.5000000,1.1001200,0.0012016,NaN,915.5535582,NaN
3832.1132812,320.0000000,320.0110000,23.8290000,3.2014191,0.0454102,1.5000000,1.1001200,0.0011995,NaN,917.1411660,NaN
3833.4316406,320.0000000,320.0180000,23.7850000,-0.7958549,0.1591710,1.5000000,1.1001100,0.0011997,NaN,916.9570074,NaN
3834.7382812,320.0000000,320.0100000,23.8850000,-2.7049057,0.2727636,1.5000000,1.1001100,0.0011984,NaN,918.0052905,NaN
3836.0566406,320.0000000,320.0080000,23.7900000,1.2800000,-0.0228571,1.5000000,1.1001100,0.0011981,NaN,918.2428259,NaN
3837.4785156,320.0000000,320.0050000,23.9210000,0.1142857,-0.2285714,1.5000000,1.1001200,0.0012003,NaN,916.5069897,NaN
3838.7978516,320.0000000,320.0090000,23.9040000,0.7882537,-0.1094797,1.5000000,1.1001200,0.0012015,NaN,915.6526226,NaN
3840.1181641,320.0000000,320.0040000,23.9770000,2.4952476,0.0218881,1.5000000,1.1001200,0.0012014,NaN,915.7135960,NaN
3841.4375000,320.0000000,320.0100000,23.9440000,1.2728968,-0.0227303,1.5000000,1.1001200,0.0012021,NaN,915.1346765,NaN
3842.7548828,320.0000000,320.0160000,23.9000000,0.9092120,0.0227303,1.5000000,1.1001100,0.0012004,NaN,916.4757533,NaN
3844.0585937,320.0000000,320.0190000,23.9670000,-1.7521778,0.2730667,1.5000000,1.1001100,0.0012006,NaN,916.2925513,NaN
3845.3740234,320.0000000,320.0120000,23.8950000,0.5264978,0.2060209,1.5000000,1.1001100,0.0012000,NaN,916.7659730,NaN
3846.6923828,320.0000000,320.0090000,23.9800000,-0.1145414,-0.0916331,1.5000000,1.1001100,0.0011992,NaN,917.3775632,NaN
3848.0097656,320.0000000,320.0080000,23.8760000,0.2961513,-0.2278087,1.5000000,1.1001100,0.0011999,NaN,916.8576596,NaN
3849.3281250,320.0000000,320.0100000,23.9500000,-0.4325157,-0.0910559,1.5000000,1.1001000,0.0012008,NaN,916.1163529,NaN
3850.6484375,320.0000000,320.0010000,23.9070000,-0.6829196,0.0227640,2.0000000,1.1001000,0.0012009,NaN,916.0553247,NaN
3851.9726562,320.0000000,320.0080000,23.8800000,0.7049001,-0.1591710,1.5000000,1.1001200,0.0011996,NaN,917.0417792,NaN
3853.3876953,320.0000000,320.0180000,23.8600000,-1.5881832,-0.0453767,1.5000000,1.1001100,0.0011983,NaN,918.0512555,NaN
3854.6953125,320.0000000,320.0160000,23.8060000,-1.0294759,0.3723636,1.5000000,1.1001100,0.0011986,NaN,917.8367916,NaN
3856.0146484,320.0000000,320.0140000,23.9810000,-1.6307604,0.1762984,1.5000000,1.1001100,0.0011982,NaN,918.1355366,NaN
3857.3232422,320.0000000,320.0030000,23.9500000,2.7636580,-0.0913606,2.0000000,1.1001100,0.0011989,NaN,917.6300819,NaN
3858.6708984,320.0000000,320.0060000,24.0030000,3.2877592,-0.2968116,1.5000000,1.1001100,0.0011997,NaN,916.9722935,NaN
3859.9824219,320.0000000,320.0150000,23.8210000,0.4969412,-0.1807059,1.5000000,1.1001200,0.0012007,NaN,916.2550909,NaN
3861.2890625,320.0000000,320.0060000,23.7760000,-2.9106721,0.2707602,1.5000000,1.1001100,0.0012012,NaN,915.8424908,NaN
3862.5996094,320.0000000,320.0160000,23.9120000,-5.2021186,0.0000000,1.5000000,1.1001100,0.0012014,NaN,915.6976502,NaN
3863.9082031,320.0000000,320.0140000,24.0300000,2.0862090,0.0229254,1.5000000,1.1001200,0.0012002,NaN,916.6215349,NaN
3865.2314453,320.0000000,320.0160000,24.0240000,5.8187025,0.1832662,1.5000000,1.1001200,0.0012007,NaN,916.2474598,NaN
3866.5468750,320.0000000,320.0150000,24.0560000,2.5533506,0.0000000,1.5000000,1.1001200,0.0012004,NaN,916.4382763,NaN
3867.9853516,320.0000000,320.0060000,23.9920000,0.5912065,0.0227387,1.5000000,1.1001200,0.0012003,NaN,916.4993544,NaN
3869.4326172,320.0000000,320.0090000,23.8290000,-0.6971915,-0.2178723,1.5000000,1.1001200,0.0011995,NaN,917.1641044,NaN
3870.7783203,320.0000000,320.0190000,23.9360000,-4.7197563,-0.1247513,1.5000000,1.1001100,0.0012010,NaN,916.0178855,NaN
3872.0917969,320.0000000,320.0130000,23.9810000,-1.2030210,0.2792727,1.5000000,1.1001100,0.0011992,NaN,917.3469643,NaN
3873.4150391,320.0000000,320.0170000,23.9690000,3.4296291,0.0902534,1.5000000,1.1001000,0.0011996,NaN,917.0251075,NaN
3874.7324219,320.0000000,320.0130000,23.9310000,0.7509333,-0.0455111,1.5000000,1.1001100,0.0011999,NaN,916.8653010,NaN
3876.0517578,320.0000000,320.0110000,23.8700000,-1.1360947,0.0000000,1.5000000,1.1001100,0.0012003,NaN,916.5368369,NaN
3877.3652344,320.0000000,320.0120000,23.9390000,-2.2528000,-0.1365333,1.5000000,1.1001100,0.0012011,NaN,915.9492448,NaN
3878.6796875,320.0000000,320.0070000,23.8930000,0.1823145,-0.0227893,1.5000000,1.1001100,0.0012012,NaN,915.8196182,NaN
3879.9980469,320.0000000,319.9980000,23.8510000,0.5251282,-0.0913266,2.0000000,1.1001100,0.0012012,NaN,915.8501153,NaN
3881.3125000,320.0000000,320.0030000,23.8340000,-2.0054599,-0.3190504,1.5000000,1.1001200,0.0012007,NaN,916.1940454,NaN
3882.6328125,320.0000000,320.0130000,23.8580000,-1.3445697,-0.0911573,1.5000000,1.1001200,0.0012011,NaN,915.9575708,NaN
3883.9511719,320.0000000,320.0070000,24.0440000,0.1594070,0.3415864,1.5000000,1.1001100,0.0012005,NaN,916.3917766,NaN
3885.3974609,320.0000000,320.0040000,23.9080000,4.7751295,0.0909548,1.5000000,1.1001100,0.0012010,NaN,915.9873773,NaN
3886.7509766,320.0000000,319.9930000,23.8680000,1.0851289,-0.1953232,2.0000000,1.1001100,0.0012008,NaN,916.1399389,NaN
3888.1054687,320.0000000,319.9990000,23.8400000,-3.7716917,-0.3000209,1.5000000,1.1001100,0.0012001,NaN,916.7201367,NaN
3889.4238281,320.0000000,319.9980000,23.8230000,-1.5066426,-0.1107825,1.5000000,1.1001100,0.0012007,NaN,916.2315002,NaN
3890.7382812,320.0000000,319.9830000,23.7400000,-1.0101571,0.1122397,2.0000000,1.1001100,0.0012002,NaN,916.6284776,NaN
3892.0527344,320.0000000,319.9910000,23.6230000,-2.2789318,-0.3646291,2.0000000,1.1001200,0.0011983,NaN,918.0902468,NaN
3893.3710937,320.0000000,319.9940000,23.6060000,-4.5646360,-0.1597623,1.5000000,1.1001100,0.0012003,NaN,916.5368369,NaN
3894.6904297,320.0000000,319.9920000,23.6910000,-3.0537685,0.2506825,2.0000000,1.2001200,0.0013155,NaN,912.3127095,NaN
3896.0566406,320.0000000,319.9980000,23.8480000,1.5468049,0.0227471,1.5000000,1.2001300,0.0013167,NaN,911.4680641,NaN
3897.3945312,320.0000000,319.9920000,23.8670000,5.4067200,0.0893673,2.0000000,1.2001300,0.0013159,NaN,911.9944678,NaN
3898.7402344,320.0000000,319.9910000,23.7560000,3.9051788,0.0000000,2.0000000,1.2001200,0.0013166,NaN,911.5573920,NaN
3900.0595703,320.0000000,319.9980000,23.7600000,-2.0569432,-0.1565066,1.5000000,1.2001200,0.0013171,NaN,911.1974975,NaN
3901.4736328,320.0000000,319.9970000,23.8500000,-2.4089703,0.1350824,1.5000000,1.2001200,0.0013165,NaN,911.5989366,NaN
3902.7900391,320.0000000,319.9960000,23.9630000,2.0633655,0.1317042,1.5000000,1.2001200,0.0013172,NaN,911.0937346,NaN
3904.1103516,320.0000000,319.9990000,23.9690000,4.4607725,-0.0439485,1.5000000,1.2001200,0.0013179,NaN,910.6098199,NaN
3905.4287109,320.0000000,319.9970000,23.8950000,2.7079111,0.0455111,1.5000000,1.2001300,0.0013164,NaN,911.6688570,NaN
3906.7441406,320.0000000,319.9990000,23.8780000,-1.5462324,0.0227387,1.5000000,1.2001300,0.0013175,NaN,910.9146110,NaN
3908.0615234,320.0000000,319.9940000,23.8580000,-2.0730590,0.0000000,1.5000000,1.2001300,0.0013173,NaN,911.0390793,NaN
3909.3828125,320.0000000,319.9960000,23.7470000,-0.8432047,-0.0683680,1.5000000,1.2001300,0.0013168,NaN,911.3919244,NaN
3910.7031250,320.0000000,319.9980000,23.7360000,-2.9787713,-0.0682161,1.5000000,1.2001300,0.0013180,NaN,910.5690440,NaN
3912.0146484,320.0000000,319.9910000,23.6670000,-2.7710462,0.0908540,2.0000000,1.2001300,0.0013176,NaN,910.8454766,NaN
3913.3300781,320.0000000,319.9970000,23.7570000,-1.8238219,-0.1139889,1.5000000,1.2001300,0.0013178,NaN,910.6795969,NaN
3914.6630859,320.0000000,320.0010000,23.8080000,0.4796431,-0.0228401,1.5000000,1.2001300,0.0013191,NaN,909.7959246,NaN
3915.9814453,320.0000000,320.0020000,23.7230000,3.1943363,0.2265487,1.5000000,1.2001300,0.0013167,NaN,911.4749865,NaN
3917.4316406,320.0000000,320.0070000,23.8740000,-0.7694144,0.1131492,1.5000000,1.2001300,0.0013171,NaN,911.1774174,NaN
3918.7841797,320.0000000,319.9980000,23.8290000,1.4303492,0.1300317,1.5000000,1.2001300,0.0013182,NaN,910.3963588,NaN
3920.1015625,320.0000000,320.0040000,23.8950000,2.2692125,-0.0856307,1.5000000,1.2001300,0.0013169,NaN,911.3642404,NaN
3921.4189453,320.0000000,320.0100000,23.8040000,0.4719239,-0.0674177,1.5000000,1.2001300,0.0013180,NaN,910.5483183,NaN
3922.7363281,320.0000000,320.0020000,23.6120000,-0.5693106,0.2732691,1.5000000,1.2001300,0.0013181,NaN,910.5068698,NaN
3924.0546875,320.0000000,320.0090000,23.6620000,-6.4445960,-0.0455448,1.5000000,1.2001300,0.0013179,NaN,910.6174076,NaN
3925.3740234,320.0000000,320.0150000,23.6280000,-3.2324861,-0.0227640,1.5000000,1.2001300,0.0013188,NaN,910.0235822,NaN
3926.6943359,320.0000000,320.0090000,23.6930000,0.3639541,0.2957127,1.5000000,1.2001300,0.0013174,NaN,911.0045014,NaN
3928.0107422,320.0000000,320.0100000,23.6500000,0.7046393,0.0000000,1.5000000,1.2001300,0.0013178,NaN,910.6865074,NaN
3929.3417969,320.0000000,320.0080000,23.8110000,0.5006222,-0.1137778,1.5000000,1.2001300,0.0013194,NaN,909.5959558,NaN
3930.6503906,320.0000000,320.0100000,23.6450000,2.6742604,-0.0226632,1.5000000,1.2001300,0.0013177,NaN,910.7487061,NaN
3931.9785156,320.0000000,320.0170000,23.6270000,-0.1136515,0.0000000,1.5000000,1.2001300,0.0013190,NaN,909.8511038,NaN
3933.3935547,320.0000000,320.0070000,23.8250000,-4.1870222,0.2048000,1.5000000,1.2001300,0.0013180,NaN,910.5621353,NaN
3934.7109375,320.0000000,320.0020000,23.7500000,3.9370595,-0.0656177,1.5000000,1.2001300,0.0013184,NaN,910.2651619,NaN
3936.0361328,320.0000000,320.0040000,23.7670000,2.7009006,-0.3293781,1.5000000,1.2001200,0.0013183,NaN,910.3335280,NaN
3937.3535156,320.0000000,320.0010000,23.7760000,-1.3168958,-0.0681153,1.5000000,1.2001300,0.0013178,NaN,910.7348834,NaN
3938.6757812,320.0000000,319.9990000,23.6860000,0.5903326,-0.0227051,1.5000000,1.2001300,0.0013180,NaN,910.5966797,NaN
3939.9941406,320.0000000,319.9990000,23.8060000,-1.8411543,-0.1136515,1.5000000,1.2001300,0.0013200,NaN,909.1756186,NaN
3941.6630859,320.0000000,319.9960000,23.6810000,0.6816568,-0.0454438,2.0000000,1.2001200,0.0013212,NaN,908.3766661,NaN
3943.0537109,320.0000000,319.9990000,23.7460000,-0.1004250,-0.0602550,1.5000000,1.2001200,0.0013212,NaN,908.3422897,NaN
3944.4394531,320.0000000,320.0070000,23.7880000,-1.1766358,0.0000000,1.5000000,1.2001200,0.0013221,NaN,907.7445560,NaN
3945.8349609,320.0000000,319.9950000,23.8530000,2.3123743,0.2377207,2.0000000,1.2001200,0.0013205,NaN,908.8100323,NaN
3947.2744141,320.0000000,319.9980000,23.8850000,2.3083146,-0.0862921,1.5000000,1.2001300,0.0013208,NaN,908.6662225,NaN
3948.6806641,320.0000000,319.9960000,23.7860000,2.0529383,-0.1904788,1.5000000,1.2001300,0.0013219,NaN,907.8619897,NaN
3950.0732422,320.0000000,320.0000000,23.8370000,-1.4126561,0.0210844,1.5000000,1.2001200,0.0013216,NaN,908.0605010,NaN
3951.4687500,320.0000000,319.9960000,23.7180000,-1.0290021,0.0428751,1.5000000,1.2001200,0.0013220,NaN,907.7720207,NaN
3952.8632812,320.0000000,319.9970000,23.8080000,-1.4633695,0.0000000,1.5000000,1.2001200,0.0013227,NaN,907.3190646,NaN
3954.2500000,320.0000000,319.9890000,23.7400000,-0.6236472,-0.0645152,2.0000000,1.2001300,0.0013222,NaN,907.6697348,NaN
3955.6445312,320.0000000,319.9920000,23.7300000,0.4746067,-0.1510112,2.0000000,1.2001300,0.0013210,NaN,908.5217681,NaN
